Paper vs minimum-residual DRT comparison
Dataset: S2322Al.xlsx
Generated: 13-Jul-2026 00:36:45
Total temperatures: 63

Bootstrap repeats for variance metric: 1

Drop ratio for sensitivity metric: 0.15
Sensitivity repeats per lambda: 1

Aggregate comparison
Mean peaks (residual method): 2.2222
Mean peaks (paper method)   : 1.3175
Mean peak delta abs |paper-res| : 0.9048
Median peak delta abs |paper-res|: 1.0000
Temps paper has more peaks      : 0
Temps equal peaks               : 13
Temps paper has fewer peaks     : 50

Mean residual-change sensitivity % (residual-selected lambda): 5.16725899E+000
Mean residual-change sensitivity % (paper-selected lambda)   : 1.74638614E+000
Mean sensitivity delta abs % |paper-res|                    : 4.16199912E+000
Median sensitivity delta abs % |paper-res|                  : 2.69863512E+000
Temps paper lower sensitivity                             : 47
Temps equal sensitivity                                   : 1
Temps paper higher sensitivity                            : 15

Per-temperature detail
TemperatureK,ResidualLambda,PaperLambda,ResidualPeaks,PaperPeaks,PeakDeltaAbs_PaperMinusRes,ResidualSensitivity,PaperSensitivity,SensitivityDeltaAbs_PaperMinusRes
30.000000,1.00000000E-004,1.00000000E+000,2,1,1,2.90272504E+000,1.55658504E+000,1.34614000E+000
40.000000,1.00000000E-004,1.00000000E-002,2,1,1,1.52396354E+000,7.69540488E-001,7.54423052E-001
50.000000,1.00000000E-004,1.00000000E-003,2,2,0,1.10835471E+001,1.72543073E+000,9.35811637E+000
60.000000,1.00000000E-004,1.00000000E-001,2,1,1,5.84981838E+000,9.56303287E-001,4.89351509E+000
70.000000,1.00000000E-004,1.00000000E-003,2,2,0,1.82153658E+000,3.23887442E+000,1.41733784E+000
80.000000,1.00000000E-004,1.00000000E+000,2,1,1,4.53876130E+000,5.42357958E-001,3.99640334E+000
90.000000,1.00000000E-004,1.00000000E+000,2,1,1,1.39922872E+000,9.79337746E-001,4.19890974E-001
95.000000,1.00000000E-004,1.00000000E-002,2,1,1,8.37063474E+000,2.82846131E+000,5.54217343E+000
95.000000,1.00000000E-004,1.00000000E+000,2,1,1,1.68674764E+000,1.46392481E+000,2.22822830E-001
100.000000,1.00000000E-004,1.00000000E-001,2,1,1,1.62164078E+001,2.21082115E-001,1.59953257E+001
100.000000,1.00000000E-004,1.00000000E-001,2,1,1,7.54675055E+000,5.63766175E-001,6.98298438E+000
101.000000,1.00000000E-004,1.00000000E-001,2,1,1,7.64495014E-001,3.17669482E+000,2.41219981E+000
104.000000,1.00000000E-004,1.00000000E+000,2,1,1,1.19711843E+001,3.17999298E+000,8.79119132E+000
107.000000,1.00000000E-004,1.00000000E-002,2,1,1,3.61906712E+000,4.57623065E-001,3.16144406E+000
109.000000,1.00000000E-004,1.00000000E+000,2,1,1,5.60766970E+000,3.70272480E-001,5.23739722E+000
119.000000,1.00000000E-004,1.00000000E-002,2,1,1,1.95316116E+000,1.48664970E+000,4.66511460E-001
120.000000,1.00000000E-004,1.00000000E+000,2,1,1,8.97451001E+000,9.08317764E-001,8.06619225E+000
130.000000,1.00000000E-004,1.00000000E+000,2,1,1,1.24201485E+001,1.57003273E+000,1.08501158E+001
140.000000,1.00000000E-004,1.00000000E-003,2,2,0,9.76254201E+000,1.82789962E+000,7.93464239E+000
150.000000,1.00000000E-004,1.00000000E-002,2,1,1,1.46951968E+001,1.86830358E+000,1.28268932E+001
159.000000,1.00000000E-004,1.00000000E+000,2,1,1,5.25973479E+000,7.97249192E-001,4.46248560E+000
169.000000,1.00000000E-004,1.00000000E-002,2,1,1,6.17510865E+000,7.97465512E-001,5.37764314E+000
180.000000,1.00000000E-004,1.00000000E-003,2,2,0,1.25326821E+001,2.53531828E+000,9.99736382E+000
189.000000,1.00000000E-004,1.00000000E-001,2,1,1,6.38781719E+000,8.12710195E-001,5.57510700E+000
200.000000,1.00000000E-004,1.00000000E-002,2,1,1,2.21344556E+000,3.73073943E+000,1.51729387E+000
210.000000,1.00000000E-004,1.00000000E+000,2,1,1,5.45842262E+000,3.08172546E-001,5.15025007E+000
220.000000,1.00000000E-004,1.00000000E+000,2,1,1,1.31453900E+000,2.83625476E+000,1.52171576E+000
229.500000,1.00000000E-004,1.00000000E+000,4,2,2,4.11555671E+000,7.50675209E+000,3.39119538E+000
229.600000,1.00000000E-004,1.00000000E-001,3,1,2,2.10462609E+000,1.06164233E-001,1.99846186E+000
229.900000,1.00000000E-004,1.00000000E+000,2,1,1,3.23290426E+000,6.52326095E-001,2.58057817E+000
230.500000,1.00000000E-004,1.00000000E-002,3,2,1,1.51133175E+001,2.45860602E+000,1.26547115E+001
239.500000,1.00000000E-004,1.00000000E-001,3,1,2,1.21393492E+000,3.53920474E+000,2.32526982E+000
240.000000,1.00000000E-004,1.00000000E-002,2,2,0,8.50664055E-002,1.45027038E+000,1.36520397E+000
249.500000,1.00000000E-004,1.00000000E+000,2,1,1,2.31867817E+000,2.11398047E+000,2.04697700E-001
250.000000,1.00000000E-004,1.00000000E-002,4,2,2,2.81838920E-001,9.12355103E-001,6.30516183E-001
259.600000,1.00000000E-004,1.00000000E-003,3,3,0,5.93501857E+000,2.08232812E+000,3.85269045E+000
269.500000,1.00000000E-004,1.00000000E-001,2,1,1,3.49358219E+000,5.48420049E+000,1.99061830E+000
270.000000,1.00000000E-004,1.00000000E-003,2,2,0,4.87900337E+000,4.43492434E+000,4.44079030E-001
270.000000,1.00000000E-004,1.00000000E-004,3,3,0,1.28204244E+000,1.28204244E+000,0.00000000E+000
280.000000,1.00000000E-004,1.00000000E-003,3,2,1,4.22019642E+000,2.39618499E+000,1.82401143E+000
280.000000,1.00000000E-004,1.00000000E-001,2,1,1,7.28865654E-001,1.12281281E+000,3.93947156E-001
