Temperature,SelectedLambda,RID,CV,Variance,Score,PeakCount
4.650000,1.00000000e-02,2.886183e+04,9.009349e+04,6.920636e+02,3.059657e-02,2
4.670000,1.00000000e-02,3.010528e+04,9.038772e+04,1.378879e+03,7.832767e-02,3
4.680000,1.00000000e-02,2.962411e+04,8.553767e+04,8.000021e+02,4.327467e-02,2
4.690000,1.00000000e-02,3.091515e+04,8.370870e+04,8.380675e+02,3.393360e-02,2
4.700000,1.00000000e-02,3.034983e+04,8.446777e+04,8.718348e+02,5.177284e-02,2
4.710000,1.00000000e-02,2.787319e+04,8.686352e+04,6.510401e+02,2.872498e-02,2
4.720000,1.00000000e-02,3.262026e+04,8.518915e+04,1.568897e+02,2.867666e-02,2
4.730000,1.00000000e-02,2.912016e+04,8.533730e+04,6.802932e+02,2.850901e-02,2
4.740000,1.00000000e-02,2.974817e+04,8.602720e+04,5.197012e+02,3.030603e-02,2
4.750000,1.00000000e-02,2.915778e+04,8.347225e+04,5.068648e+02,6.238707e-02,2
