Temperature,SelectedLambda,MeanResidual,PeakCount
107.500000,1.00000000e-04,1.441243e+03,4
108.400000,1.00000000e-04,2.131366e+03,4
109.500000,3.98107171e-04,1.645940e+03,4
119.500000,1.00000000e-04,1.359492e+03,4
120.400000,1.00000000e-04,3.629345e+03,5
129.500000,1.00000000e-04,6.661792e+03,4
130.500000,1.00000000e-04,6.985292e+03,6
139.500000,7.94328235e-04,1.072553e+03,4
140.400000,1.00000000e-04,1.069968e+03,4
149.500000,1.00000000e-04,4.242373e+02,4
