Temperature,SelectedLambda,RealCV,ImagCV,TotalCV,MeanAbsResidual,PeakCount
1.500000,3.16227766e-02,2.278584e+11,2.484547e+11,4.763132e+11,1.838213e+05,1
1.600000,1.00000000e-01,3.776242e+13,7.595321e+12,4.535774e+13,1.193976e+06,2
1.900000,6.30957344e-04,1.061708e+13,4.144380e+13,5.206089e+13,1.458285e+06,5
2.000000,1.00000000e-01,1.221639e+11,8.114163e+10,2.033055e+11,1.496320e+05,1
2.500000,1.00000000e-01,2.141514e+13,9.484673e+13,1.162619e+14,1.783027e+06,1
4.500000,1.00000000e-01,3.048721e+10,2.695433e+10,5.744154e+10,6.365766e+04,4
4.700000,1.00000000e-01,8.938588e+09,4.619931e+09,1.355852e+10,4.920495e+04,3
4.900000,7.94328235e-04,2.627212e+09,4.576487e+09,7.203699e+09,2.869562e+04,3
5.400000,7.94328235e-03,8.896227e+09,6.183183e+09,1.507941e+10,3.804626e+04,3
7.500000,1.58489319e-02,8.045816e+08,7.013544e+08,1.505936e+09,1.333180e+04,2
