Temperature,SelectedLambda,MeanResidual,PeakCount
1.470000,1.00000000e-04,6.477403e+01,5
1.490000,1.00000000e-04,6.518879e+01,5
1.620000,1.00000000e-04,1.367813e+02,5
169.550000,1.00000000e-04,3.698908e+04,1
170.200000,1.99526231e-04,7.483880e+01,3
170.400000,1.00000000e-04,7.129698e+01,4
179.560000,1.00000000e-04,1.058809e+02,2
180.100000,1.00000000e-04,1.405905e+02,2
180.260000,1.00000000e-04,4.438823e+02,2
189.530000,1.00000000e-04,1.054170e+04,1
