Temperature,SelectedLambda,RealCV,ImagCV,TotalCV,MeanAbsResidual,PeakCount
8.500000,1.00000000e-04,1.862051e+09,2.323563e+09,4.185614e+09,1.746813e+04,5
8.500000,1.00000000e-04,1.862051e+09,2.323563e+09,4.185614e+09,1.746813e+04,5
10.100000,1.25892541e-02,9.463930e+08,1.069475e+09,2.015868e+09,1.380252e+04,3
10.100000,1.25892541e-02,9.463930e+08,1.069475e+09,2.015868e+09,1.380252e+04,3
14.700000,1.00000000e-04,4.711262e+08,4.378857e+08,9.090119e+08,8.571511e+03,5
14.700000,1.00000000e-04,4.711262e+08,4.378857e+08,9.090119e+08,8.571511e+03,5
15.500000,6.30957344e-04,3.243900e+08,4.903609e+08,8.147509e+08,8.717742e+03,5
15.500000,6.30957344e-04,3.243900e+08,4.903609e+08,8.147509e+08,8.717742e+03,5
20.100000,1.00000000e-04,2.419267e+08,2.223207e+08,4.642474e+08,6.106895e+03,5
20.100000,1.00000000e-04,2.419267e+08,2.223207e+08,4.642474e+08,6.106895e+03,5
