Temperature,SelectedLambda,MeanResidual,PeakCount
90.500000,1.00000000e-04,6.961330e+01,5
94.500000,1.00000000e-04,6.345541e+01,5
95.400000,1.00000000e-04,6.326536e+01,5
96.500000,1.00000000e-04,6.471938e+01,5
97.400000,1.00000000e-04,5.927553e+01,4
99.500000,1.00000000e-04,5.951915e+01,5
100.400000,1.00000000e-04,6.005186e+01,4
101.500000,1.00000000e-04,6.125210e+01,5
102.400000,1.00000000e-04,5.784609e+01,4
103.300000,1.00000000e-04,5.902258e+01,5
