Temperature,SelectedLambda,RID,CV,Variance,Score,PeakCount
209.500000,1.00000000e-02,4.241528e+04,2.307559e+04,1.405732e+04,6.382568e-02,3
210.200000,1.00000000e-02,1.064303e+09,3.666298e+08,3.346307e+05,3.363448e-01,4
219.600000,1.00000000e-02,3.517310e+08,6.110113e+08,4.079845e+05,9.950481e-02,3
220.200000,1.00000000e-01,4.815633e+08,1.412672e+09,4.527775e+04,0.000000e+00,4
229.500000,1.00000000e-01,1.289790e+07,1.584151e+07,2.736201e+03,0.000000e+00,2
229.600000,1.00000000e-02,7.671080e+04,3.787255e+04,6.655514e+03,5.394328e-02,3
230.500000,1.00000000e-02,2.682699e+04,3.376272e+04,3.793071e+03,1.567586e-01,2
239.500000,1.00000000e-02,4.125412e+03,1.525707e+04,1.849027e+03,4.092961e-02,2
239.900000,1.00000000e-02,1.871126e+04,2.170089e+04,7.067274e+03,9.774115e-02,3
249.500000,1.00000000e-01,1.247994e+05,2.222144e+05,4.131243e+02,2.436421e-01,1
