Temperature,SelectedLambda,RID,CV,Variance,Score,PeakCount
1.480000,1.00000000e-03,1.264460e+11,8.905308e+10,7.004398e+08,2.396434e-01,2
1.610000,1.00000000e-02,1.849579e+11,1.494123e+12,7.224270e+08,1.178321e-01,4
2.140000,1.00000000e-02,2.316759e+09,6.534147e+10,8.794219e+07,6.301647e-02,3
4.520000,1.00000000e-02,5.069245e+08,2.262132e+09,9.482433e+06,1.313285e-01,1
5.310000,1.00000000e-02,9.201150e+08,3.048776e+09,2.742918e+07,1.230827e-01,2
7.560000,1.00000000e-02,3.674059e+08,6.435523e+08,2.230810e+06,1.479688e-01,2
8.440000,1.00000000e-02,4.737818e+07,4.765939e+08,2.430634e+06,6.588191e-02,1
9.510000,1.00000000e-02,5.207461e+07,3.321785e+08,4.815205e+05,1.555792e-02,1
14.510000,1.00000000e-02,1.181987e+07,1.565281e+08,1.372142e+06,1.775311e-01,2
15.370000,1.00000000e-02,6.309998e+07,2.264251e+08,1.889058e+06,1.458944e-01,2
