Temperature,SelectedLambda,RealCV,ImagCV,TotalCV,MeanAbsResidual,PeakCount
40.400000,3.98107171e-04,3.373553e+04,6.188462e+04,9.562014e+04,1.375040e+02,4
49.500000,3.16227766e-04,6.209790e+04,4.139977e+04,1.034977e+05,1.543531e+02,5
50.400000,1.25892541e-04,1.831214e+04,3.845513e+04,5.676728e+04,1.146303e+02,4
59.500000,3.16227766e-04,2.255477e+12,2.054241e+12,4.309718e+12,5.265923e+05,4
60.400000,2.51188643e-03,2.340082e+12,8.899792e+11,3.230061e+12,4.148507e+05,2
69.500000,1.00000000e-04,2.281787e+08,5.718005e+07,2.853588e+08,6.930779e+03,3
70.500000,5.01187234e-03,1.706771e+08,1.310660e+07,1.837837e+08,6.619800e+03,3
79.500000,1.00000000e-04,3.966741e+04,6.201197e+04,1.016794e+05,1.590018e+02,4
84.500000,5.01187234e-02,2.507777e+06,9.615710e+05,3.469348e+06,4.446382e+02,2
89.500000,7.94328235e-04,6.554582e+03,1.969667e+04,2.625125e+04,8.221618e+01,4
