Bayes-DRT MATLAB 2011 workflow (Re/Im CV) ??? merged all temperatures
Dataset: S2422Sap.xlsx
Generated: 13-Jul-2026 08:53:06
Total temperatures: 114

Aggregate summary
Mean selected lambda: 2.64745796E-004
Mean real-part CV: 4.72531040E+003
Mean imag-part CV: 5.03916999E+004
Mean total CV: 5.51170103E+004
Mean absolute residual: 7.23763606E+001
Mean peak count: 2.8860
Max peak count: 4

Per-temperature detail
TemperatureK,SelectedLambda,RealCV,ImagCV,TotalCV,MeanAbsResidual,PeakCount
7.720000,1.00000000E-008,4.40391793E+003,4.89021452E+004,5.33060632E+004,7.48082620E+001,4
8.440000,1.00000000E-008,4.46917882E+003,4.90758109E+004,5.35449897E+004,7.55766888E+001,4
10.430000,3.16227766E-008,4.43738224E+003,5.02992511E+004,5.47366334E+004,7.55991798E+001,4
14.550000,3.16227766E-004,5.14320464E+003,5.39486854E+004,5.90918901E+004,7.42574616E+001,2
14.700000,3.16227766E-004,4.69217674E+003,5.39250114E+004,5.86171881E+004,7.32496544E+001,2
15.030000,1.00000000E-008,4.81181548E+003,5.30308980E+004,5.78427135E+004,7.35429779E+001,4
15.330000,3.16227766E-004,4.64733941E+003,5.33082912E+004,5.79556306E+004,7.37703320E+001,2
15.470000,1.00000000E-008,4.44057828E+003,5.25447094E+004,5.69852877E+004,7.36168527E+001,4
15.490000,3.16227766E-004,4.31952053E+003,5.37648777E+004,5.80843983E+004,7.36021069E+001,2
19.500000,1.00000000E-008,4.66286608E+003,4.90420603E+004,5.37049264E+004,7.16998129E+001,4
19.620000,3.16227766E-004,4.55439510E+003,4.96530513E+004,5.42074464E+004,7.14868041E+001,2
19.730000,1.00000000E-008,4.89528443E+003,4.90938675E+004,5.39891519E+004,7.23266105E+001,4
19.850000,1.00000000E-008,4.69355401E+003,4.89380022E+004,5.36315562E+004,7.16765863E+001,4
19.960000,1.00000000E-008,4.84766994E+003,4.89809180E+004,5.38285880E+004,7.16193814E+001,4
20.070000,3.16227766E-008,4.88140014E+003,5.00059661E+004,5.48873662E+004,7.24823444E+001,4
20.200000,1.00000000E-008,4.60530711E+003,5.00516018E+004,5.46569089E+004,7.21680902E+001,4
20.310000,1.00000000E-008,4.55587358E+003,5.02948700E+004,5.48507436E+004,7.20806941E+001,4
20.430000,1.00000000E-008,4.90713931E+003,5.01346604E+004,5.50417997E+004,7.21985006E+001,4
20.440000,3.16227766E-007,4.73214278E+003,5.22293249E+004,5.69614677E+004,7.31508215E+001,4
20.480000,1.00000000E-007,4.51077916E+003,5.38012562E+004,5.83120353E+004,7.40278430E+001,4
30.380000,3.16227766E-004,3.85139746E+003,5.17639065E+004,5.56153039E+004,7.20698445E+001,2
40.420000,1.00000000E-008,5.12271686E+003,5.19083765E+004,5.70310933E+004,7.44770051E+001,3
50.410000,1.00000000E-008,4.12605728E+003,5.13239404E+004,5.54499977E+004,7.11426327E+001,4
59.870000,1.00000000E-007,4.47208346E+003,5.18740489E+004,5.63461323E+004,7.16487686E+001,3
60.490000,1.00000000E-008,4.61015646E+003,5.12512731E+004,5.58614296E+004,7.11517615E+001,3
69.770000,1.00000000E-004,4.75299719E+003,5.10811052E+004,5.58341024E+004,7.12868047E+001,3
70.460000,3.16227766E-008,4.96540436E+003,5.24205399E+004,5.73859442E+004,7.12157223E+001,3
79.700000,1.00000000E-008,4.75722102E+003,5.27139507E+004,5.74711717E+004,7.14234309E+001,3
80.460000,1.00000000E-008,5.25814964E+003,5.28339611E+004,5.80921107E+004,7.23051762E+001,4
84.560000,1.00000000E-007,4.80117905E+003,5.21840910E+004,5.69852701E+004,7.07654984E+001,3
85.450000,1.00000000E-007,5.03596488E+003,5.27507500E+004,5.77867149E+004,7.18188812E+001,3
90.440000,1.00000000E-008,5.31075378E+003,5.28781993E+004,5.81889531E+004,7.14753004E+001,3
94.870000,1.00000000E-008,4.62893990E+003,5.22990597E+004,5.69279996E+004,7.21875290E+001,3
96.570000,3.16227766E-008,5.40491581E+003,5.31101455E+004,5.85150613E+004,7.27484279E+001,3
96.780000,1.00000000E-007,4.91675101E+003,5.25735955E+004,5.74903465E+004,7.06889872E+001,3
97.500000,1.00000000E-008,4.91717741E+003,5.30486758E+004,5.79658532E+004,7.09766001E+001,3
99.720000,1.00000000E-004,5.12556086E+003,5.25430931E+004,5.76686540E+004,7.18603121E+001,3
100.450000,1.00000000E-004,4.68508056E+003,5.28390175E+004,5.75240981E+004,7.04023311E+001,3
101.970000,3.16227766E-007,4.60665752E+003,5.29508326E+004,5.75574901E+004,7.08470142E+001,3
102.750000,1.00000000E-004,5.42754023E+003,5.29226741E+004,5.83502144E+004,7.20323240E+001,3
103.460000,1.00000000E-007,5.23003766E+003,5.27005347E+004,5.79305723E+004,7.10475870E+001,3
104.800000,1.00000000E-004,4.87273812E+003,5.27445659E+004,5.76173040E+004,7.05427435E+001,3
105.480000,1.00000000E-004,5.27936507E+003,5.26772868E+004,5.79566519E+004,7.06160587E+001,3
107.800000,1.00000000E-007,5.21625882E+003,5.27882881E+004,5.80045469E+004,7.11311082E+001,3
108.470000,1.00000000E-007,5.24242812E+003,5.28492257E+004,5.80916538E+004,7.14923891E+001,3
109.780000,1.00000000E-004,5.55334247E+003,5.24826256E+004,5.80359681E+004,7.22159956E+001,3
110.490000,1.00000000E-006,5.30201436E+003,5.27082653E+004,5.80102797E+004,7.13517718E+001,3
119.700000,3.16227766E-008,5.11494229E+003,5.27692305E+004,5.78841728E+004,7.07787731E+001,3
120.430000,3.16227766E-005,5.17879996E+003,5.27185951E+004,5.78973951E+004,7.11042499E+001,3
129.660000,3.16227766E-005,5.03425128E+003,5.27349271E+004,5.77691784E+004,7.08786031E+001,3
130.500000,1.00000000E-008,5.07279863E+003,5.05901352E+004,5.56629338E+004,7.00531707E+001,3
140.450000,1.00000000E-004,5.32026699E+003,5.27507020E+004,5.80709690E+004,7.18193279E+001,3
150.460000,3.16227766E-008,5.43969448E+003,5.31254567E+004,5.85651511E+004,7.13244421E+001,3
159.560000,1.00000000E-004,5.26439453E+003,5.20737148E+004,5.73381093E+004,7.01111750E+001,3
160.450000,1.00000000E-005,5.33770254E+003,5.22330985E+004,5.75708011E+004,7.01093862E+001,3
169.590000,1.00000000E-008,5.97831692E+003,5.14446114E+004,5.74229283E+004,7.05612854E+001,3
170.490000,1.00000000E-008,5.84118319E+003,5.21913667E+004,5.80325499E+004,7.07941231E+001,3
180.480000,1.00000000E-007,5.66436656E+003,5.13578668E+004,5.70222334E+004,6.94637690E+001,3
190.460000,1.00000000E-004,5.56789922E+003,5.16591399E+004,5.72270391E+004,6.94675558E+001,3
200.460000,3.16227766E-005,5.61173853E+003,5.21506541E+004,5.77623927E+004,6.99074829E+001,3
210.420000,1.00000000E-004,4.88007669E+003,5.18346655E+004,5.67147422E+004,7.25750777E+001,3
220.450000,1.00000000E-004,4.88193375E+003,5.24358557E+004,5.73177894E+004,7.06584166E+001,3
230.450000,3.16227766E-004,5.68629821E+003,5.15634732E+004,5.72497714E+004,7.03474098E+001,2
240.490000,3.16227766E-004,1.24819072E+004,5.96723593E+004,7.21542665E+004,1.16193480E+002,3
250.370000,1.00000000E-004,4.92142940E+003,5.19353475E+004,5.68567769E+004,7.20186244E+001,3
260.410000,1.00000000E-007,5.61985756E+003,5.17908808E+004,5.74107383E+004,6.95597579E+001,3
270.450000,3.16227766E-005,5.61557256E+003,5.19776583E+004,5.75932309E+004,6.93206227E+001,3
280.440000,1.00000000E-004,8.19650015E+003,5.21615742E+004,6.03580743E+004,7.57949101E+001,3
