Temperature,SelectedLambda,RealCV,ImagCV,TotalCV,MeanAbsResidual,PeakCount
14.700000,3.98107171e-03,4.100957e+04,5.447132e+04,9.548089e+04,1.680708e+02,2
15.030000,3.98107171e-03,4.188279e+04,5.372160e+04,9.560439e+04,1.666110e+02,3
15.330000,3.98107171e-03,4.105060e+04,5.388464e+04,9.493525e+04,1.677636e+02,2
15.470000,5.01187234e-03,3.826713e+04,5.328705e+04,9.155419e+04,1.688658e+02,2
15.490000,3.98107171e-03,3.775805e+04,5.432214e+04,9.208019e+04,1.661993e+02,2
19.500000,5.01187234e-03,4.335437e+04,4.980349e+04,9.315786e+04,1.725079e+02,2
19.620000,5.01187234e-03,4.290909e+04,5.024959e+04,9.315867e+04,1.724647e+02,2
19.730000,5.01187234e-03,4.481308e+04,4.983854e+04,9.465163e+04,1.729217e+02,2
19.850000,5.01187234e-03,4.378358e+04,4.970916e+04,9.349274e+04,1.720873e+02,2
19.960000,5.01187234e-03,4.479879e+04,4.969843e+04,9.449722e+04,1.728735e+02,2
