Temperature,SelectedLambda,MeanResidual,PeakCount
40.500000,1.00000000e-04,1.978693e+03,4
49.500000,1.00000000e-04,1.687907e+03,4
49.700000,1.00000000e-04,1.058238e+04,3
49.900000,1.00000000e-04,9.511151e+04,4
50.400000,1.00000000e-04,1.011271e+04,5
50.500000,1.00000000e-04,1.553482e+03,6
59.500000,1.00000000e-04,1.843482e+03,3
59.800000,1.00000000e-04,9.744945e+04,3
60.500000,1.00000000e-04,1.274994e+03,3
69.500000,1.00000000e-04,6.896889e+03,5
