Temperature,SelectedLambda,RID,CV,Variance,Score,PeakCount
20.430000,1.00000000e-02,1.315664e+07,2.311377e+07,5.628795e+05,8.993865e-02,4
29.550000,1.00000000e-02,5.140186e+06,1.493833e+07,2.080226e+05,9.547226e-02,2
30.490000,1.00000000e-02,7.316243e+05,1.133407e+07,2.038638e+05,6.550137e-02,1
39.520000,1.00000000e-02,2.216415e+06,7.770929e+06,1.062922e+05,1.102447e-01,2
40.430000,1.00000000e-02,1.397498e+06,7.070003e+06,3.928162e+05,9.105183e-02,2
49.520000,1.00000000e-02,9.459737e+05,4.721742e+06,9.424588e+04,6.859561e-02,1
50.460000,1.00000000e-02,9.454047e+05,4.590771e+06,2.440671e+05,7.336317e-02,2
59.550000,1.00000000e-02,6.650695e+05,3.632690e+06,2.518775e+05,1.217680e-01,3
60.490000,1.00000000e-02,2.990132e+05,3.306347e+06,1.780906e+05,8.207938e-02,2
69.570000,1.00000000e-02,3.224878e+05,2.748864e+06,2.852740e+05,9.737068e-02,1
