Temperature,SelectedLambda,RealCV,ImagCV,TotalCV,MeanAbsResidual,PeakCount
1.480000,1.25892541e-03,3.376070e+10,5.528095e+10,8.904165e+10,9.066520e+04,2
1.610000,1.25892541e-02,7.156885e+11,7.782520e+11,1.493940e+12,2.024520e+05,4
2.140000,1.00000000e-02,3.079460e+10,3.454687e+10,6.534147e+10,6.657286e+04,3
4.520000,5.01187234e-03,1.252085e+09,1.002106e+09,2.254191e+09,1.709465e+04,1
5.310000,1.25892541e-02,1.832623e+09,1.214861e+09,3.047484e+09,1.802278e+04,2
7.560000,1.25892541e-03,3.890253e+08,2.306589e+08,6.196842e+08,8.889552e+03,3
8.440000,7.94328235e-03,1.672881e+08,3.082564e+08,4.755445e+08,8.392189e+03,1
9.510000,1.00000000e-02,1.332641e+08,1.989144e+08,3.321785e+08,7.401370e+03,1
14.510000,1.00000000e-04,8.082164e+07,6.185583e+07,1.426775e+08,4.500754e+03,4
15.370000,3.16227766e-03,1.363969e+08,8.673534e+07,2.231322e+08,5.222126e+03,2
