Paper vs minimum-residual DRT comparison
Dataset: S2022Sap.xlsx
Generated: 12-Jul-2026 23:41:31
Total temperatures: 69

Bootstrap repeats for variance metric: 1

Drop ratio for sensitivity metric: 0.15
Sensitivity repeats per lambda: 1

Aggregate comparison
Mean peaks (residual method): 3.2609
Mean peaks (paper method)   : 1.7101
Mean peak delta abs |paper-res| : 1.5507
Median peak delta abs |paper-res|: 2.0000
Temps paper has more peaks      : 0
Temps equal peaks               : 4
Temps paper has fewer peaks     : 65

Mean residual-change sensitivity % (residual-selected lambda): 4.63862605E+000
Mean residual-change sensitivity % (paper-selected lambda)   : 1.38929880E+000
Mean sensitivity delta abs % |paper-res|                    : 3.68053179E+000
Median sensitivity delta abs % |paper-res|                  : 2.88496897E+000
Temps paper lower sensitivity                             : 59
Temps equal sensitivity                                   : 0
Temps paper higher sensitivity                            : 10

Per-temperature detail
TemperatureK,ResidualLambda,PaperLambda,ResidualPeaks,PaperPeaks,PeakDeltaAbs_PaperMinusRes,ResidualSensitivity,PaperSensitivity,SensitivityDeltaAbs_PaperMinusRes
1.480000,1.00000000E-004,1.00000000E-003,4,2,2,1.52306232E+000,5.80683257E-001,9.42379063E-001
1.490000,1.00000000E-004,1.00000000E-002,5,3,2,3.52235304E+000,1.14136186E+000,2.38099118E+000
2.070000,1.00000000E-004,1.00000000E-002,5,2,3,6.44571015E+000,2.00488107E+000,4.44082908E+000
4.530000,1.00000000E-004,1.00000000E-001,4,1,3,8.38155557E-001,1.46592309E+000,6.27767533E-001
7.570000,1.00000000E-004,1.00000000E-001,4,1,3,1.79255861E+000,2.49098430E+000,6.98425690E-001
8.490000,1.00000000E-004,1.00000000E-001,4,1,3,2.29654358E-001,4.19072130E+000,3.96106694E+000
9.530000,1.00000000E-004,1.00000000E+000,4,1,3,2.19235749E+000,1.50086366E-001,2.04227112E+000
10.420000,1.00000000E-004,1.00000000E-002,4,2,2,1.36460414E+000,1.47469860E+000,1.10094460E-001
14.530000,1.00000000E-004,1.00000000E-001,3,2,1,4.16042254E+000,6.28661948E+000,2.12619694E+000
15.410000,1.00000000E-004,1.00000000E-001,3,2,1,2.12960545E+000,2.61865274E-001,1.86774018E+000
19.510000,1.00000000E-004,1.00000000E-001,3,2,1,9.75513904E+000,1.86587400E+000,7.88926504E+000
20.380000,1.00000000E-004,1.00000000E-001,3,2,1,2.38180487E-001,4.86823265E-001,2.48642778E-001
29.520000,1.00000000E-004,1.00000000E-002,3,2,1,1.07171938E+000,3.78026106E+000,2.70854168E+000
30.400000,1.00000000E-004,1.00000000E-001,3,2,1,3.97905913E+000,3.25015093E+000,7.28908200E-001
39.520000,1.00000000E-004,1.00000000E-001,4,2,2,2.02279064E+000,1.84448159E+000,1.78309050E-001
40.430000,1.00000000E-004,1.00000000E+000,4,1,3,4.17405177E+000,1.28908280E+000,2.88496897E+000
49.570000,1.00000000E-004,1.00000000E+000,3,1,2,6.40281154E+000,4.36074865E-002,6.35920405E+000
