Temperature,SelectedLambda,RID,CV,Variance,Score,PeakCount
5.420000,1.00000000e-02,3.352520e+04,8.501808e+04,6.823277e+02,5.008848e-02,2
5.440000,1.00000000e-02,3.211891e+04,8.525098e+04,6.086556e+02,4.537520e-02,2
5.460000,1.00000000e-02,3.095892e+04,8.408310e+04,2.002861e+02,3.151272e-02,2
5.470000,1.00000000e-02,3.011685e+04,8.452356e+04,3.591403e+02,3.350826e-02,2
5.490000,1.00000000e-02,3.382372e+04,8.895832e+04,4.533807e+02,3.757724e-02,2
5.500000,1.00000000e-02,3.332814e+04,8.473057e+04,3.864219e+02,3.862744e-02,2
7.720000,1.00000000e-02,3.489252e+04,8.667201e+04,5.206462e+02,3.429968e-02,2
8.440000,1.00000000e-02,3.239798e+04,8.846441e+04,5.745052e+02,3.939489e-02,2
10.430000,1.00000000e-02,3.527322e+04,8.791275e+04,4.350930e+02,3.727262e-02,2
14.550000,1.00000000e-02,3.844174e+04,1.003754e+05,1.467273e+02,3.198837e-02,3
