Temperature,SelectedLambda,RealCV,ImagCV,TotalCV,MeanAbsResidual,PeakCount
94.500000,1.00000000e-01,3.849427e+07,2.434070e+07,6.283498e+07,2.934637e+03,3
95.400000,2.51188643e-03,4.312733e+06,2.513678e+06,6.826410e+06,1.068049e+03,3
96.500000,1.00000000e-01,2.203546e+08,7.794496e+07,2.982996e+08,6.102062e+03,2
97.500000,1.00000000e-01,9.580701e+07,3.569382e+07,1.315008e+08,4.762689e+03,3
99.500000,1.00000000e-01,5.081081e+08,3.726305e+08,8.807386e+08,1.037178e+04,2
100.500000,1.00000000e-01,2.060235e+07,1.166609e+07,3.226844e+07,2.276802e+03,3
101.500000,6.30957344e-02,1.687832e+08,6.764648e+07,2.364296e+08,4.776701e+03,1
102.700000,1.00000000e-04,1.917937e+08,3.370636e+07,2.255000e+08,4.669125e+03,4
104.500000,1.00000000e-01,3.929266e+08,9.647422e+07,4.894008e+08,6.501970e+03,3
105.500000,1.00000000e-04,2.985404e+07,1.574807e+07,4.560211e+07,2.870172e+03,3
