Temperature,SelectedLambda,RID,CV,Variance,Score,PeakCount
39.610000,1.00000000e-02,1.706840e+05,8.130210e+05,1.925932e+04,1.624718e-01,2
39.610000,1.00000000e-02,1.706840e+05,8.130210e+05,2.627066e+04,1.744524e-01,2
40.440000,1.00000000e-02,1.246646e+07,9.977015e+06,7.336656e+03,1.780194e-01,1
40.440000,1.00000000e-02,1.246646e+07,9.977015e+06,1.753114e+05,2.000266e-01,1
49.800000,1.00000000e-02,5.301550e+03,6.859124e+04,9.347026e+03,6.294646e-02,3
49.800000,1.00000000e-02,5.301550e+03,6.859124e+04,9.650659e+03,6.264318e-02,3
50.450000,1.00000000e-02,4.105410e+04,6.504907e+04,1.174976e+04,5.885217e-02,2
50.450000,1.00000000e-02,4.105410e+04,6.504907e+04,4.629795e+03,5.574879e-02,2
59.750000,1.00000000e-02,4.428232e+03,5.939566e+04,1.189146e+04,7.046647e-02,2
59.750000,1.00000000e-02,4.428232e+03,5.939566e+04,2.897905e+04,7.570518e-02,2
