Temperature,SelectedLambda,RealCV,ImagCV,TotalCV,MeanAbsResidual,PeakCount
40.450000,1.00000000e-01,3.010433e+10,1.849602e+10,4.860035e+10,7.374898e+04,2
49.510000,1.25892541e-04,9.683947e+04,3.765589e+04,1.344954e+05,2.121312e+02,4
59.530000,1.00000000e-04,5.922054e+04,3.864340e+04,9.786395e+04,1.925063e+02,3
60.470000,1.99526231e-03,8.047442e+04,3.892858e+04,1.194030e+05,1.877345e+02,4
69.540000,3.16227766e-03,8.506417e+11,5.241709e+11,1.374813e+12,2.650762e+05,5
79.520000,1.00000000e-04,9.328221e+04,3.770841e+04,1.309906e+05,2.136276e+02,3
84.520000,5.01187234e-03,1.062927e+11,5.289165e+10,1.591843e+11,9.904209e+04,4
89.580000,5.01187234e-03,7.386201e+10,1.246796e+11,1.985416e+11,1.299911e+05,3
94.590000,3.98107171e-02,6.964578e+10,5.436761e+11,6.133219e+11,2.084548e+05,1
96.510000,1.00000000e-01,3.048981e+12,4.455104e+12,7.504085e+12,5.953577e+05,1
