Temperature,SelectedLambda,RID,CV,Variance,Score,PeakCount
219.530000,1.00000000e-02,5.073176e+04,1.045635e+05,1.546876e+02,1.540196e-01,2
219.740000,1.00000000e-02,4.981711e+04,1.215004e+05,9.608742e+01,1.776913e-01,3
220.260000,1.00000000e-02,5.148214e+04,1.217306e+05,2.781748e+01,1.590458e-01,3
220.490000,1.00000000e-02,5.292308e+04,1.211994e+05,5.491404e+01,1.621174e-01,3
229.580000,1.00000000e-02,6.166263e+04,1.539721e+05,1.063086e+02,1.177040e-01,4
229.860000,1.00000000e-02,5.255825e+04,1.218886e+05,1.015946e+02,1.581662e-01,4
230.490000,1.00000000e-02,5.526767e+04,1.070223e+05,1.138764e+02,1.714682e-01,2
239.510000,1.00000000e-02,5.199566e+04,1.217204e+05,7.860307e+01,2.174315e-01,3
239.980000,1.00000000e-02,5.231226e+04,1.173154e+05,6.506477e+01,1.583585e-01,3
240.140000,1.00000000e-02,5.154524e+04,1.175407e+05,4.612919e+01,1.896419e-01,3
