Temperature,SelectedLambda,RealCV,ImagCV,TotalCV,MeanAbsResidual,PeakCount
110.100000,5.01187234e-04,2.098817e+06,2.551926e+06,4.650743e+06,7.339421e+02,4
110.100000,5.01187234e-04,2.098817e+06,2.551926e+06,4.650743e+06,7.339421e+02,4
120.100000,5.01187234e-04,1.792303e+06,1.684981e+06,3.477284e+06,6.530444e+02,4
120.100000,5.01187234e-04,1.792303e+06,1.684981e+06,3.477284e+06,6.530444e+02,4
130.100000,1.00000000e-04,1.625674e+06,1.406450e+06,3.032124e+06,6.467292e+02,5
130.100000,1.00000000e-04,1.625674e+06,1.406450e+06,3.032124e+06,6.467292e+02,5
140.100000,1.25892541e-04,1.052781e+06,1.320694e+06,2.373476e+06,5.588605e+02,6
140.100000,1.25892541e-04,1.052781e+06,1.320694e+06,2.373476e+06,5.588605e+02,6
150.100000,1.58489319e-04,7.298465e+05,1.018513e+06,1.748359e+06,4.865197e+02,6
150.100000,1.58489319e-04,7.298465e+05,1.018513e+06,1.748359e+06,4.865197e+02,6
