Temperature,SelectedLambda,RID,CV,Variance,Score,PeakCount
8.500000,1.00000000e-02,6.399205e+09,4.339236e+09,2.452830e+07,2.529275e-01,3
8.500000,1.00000000e-02,6.399205e+09,4.339236e+09,2.096993e+07,2.492036e-01,3
10.100000,1.00000000e-02,8.955085e+08,2.016797e+09,1.541944e+07,6.440857e-02,3
10.100000,1.00000000e-02,8.955085e+08,2.016797e+09,2.318697e+07,6.925689e-02,3
14.700000,1.00000000e-02,1.012535e+09,9.674850e+08,1.304401e+07,2.838264e-01,3
14.700000,1.00000000e-02,1.012535e+09,9.674850e+08,6.521369e+06,2.333794e-01,3
15.500000,1.00000000e-02,1.403016e+08,8.305930e+08,3.036580e+06,8.392497e-02,3
15.500000,1.00000000e-02,1.403016e+08,8.305930e+08,2.727802e+06,8.434847e-02,3
20.100000,1.00000000e-02,6.966350e+08,4.939593e+08,4.131770e+06,2.112541e-01,3
20.100000,1.00000000e-02,6.966350e+08,4.939593e+08,1.362773e+06,2.041626e-01,3
