Temperature,SelectedLambda,MeanResidual,PeakCount
1.500000,1.99526231e-04,1.828019e+05,3
1.600000,5.01187234e-02,1.190993e+06,2
1.900000,1.00000000e-01,1.375142e+06,2
2.000000,1.00000000e-04,1.479489e+05,3
2.500000,1.99526231e-04,1.776008e+06,1
4.500000,1.00000000e-04,6.102050e+04,6
4.700000,1.00000000e-04,4.607768e+04,4
4.900000,1.00000000e-04,2.849946e+04,3
5.400000,2.51188643e-02,3.782954e+04,2
7.500000,1.00000000e-04,1.272291e+04,5
