Paper vs minimum-residual DRT comparison
Dataset: S2422Al.xlsx
Generated: 13-Jul-2026 01:14:40
Total temperatures: 100

Bootstrap repeats for variance metric: 1

Drop ratio for sensitivity metric: 0.15
Sensitivity repeats per lambda: 1

Aggregate comparison
Mean peaks (residual method): 3.6600
Mean peaks (paper method)   : 1.8200
Mean peak delta abs |paper-res| : 1.8400
Median peak delta abs |paper-res|: 2.0000
Temps paper has more peaks      : 0
Temps equal peaks               : 15
Temps paper has fewer peaks     : 85

Mean residual-change sensitivity % (residual-selected lambda): 7.44700229E+000
Mean residual-change sensitivity % (paper-selected lambda)   : 1.75140892E+000
Mean sensitivity delta abs % |paper-res|                    : 5.90598203E+000
Median sensitivity delta abs % |paper-res|                  : 4.95894739E+000
Temps paper lower sensitivity                             : 86
Temps equal sensitivity                                   : 4
Temps paper higher sensitivity                            : 10

Per-temperature detail
TemperatureK,ResidualLambda,PaperLambda,ResidualPeaks,PaperPeaks,PeakDeltaAbs_PaperMinusRes,ResidualSensitivity,PaperSensitivity,SensitivityDeltaAbs_PaperMinusRes
30.000000,1.00000000E-004,1.00000000E-002,2,2,0,5.25003436E+000,9.80359707E-002,5.15199839E+000
30.000000,1.00000000E-004,1.00000000E-002,4,2,2,1.02373292E+001,1.31860982E+000,8.91871938E+000
40.000000,1.00000000E-004,1.00000000E-001,4,2,2,1.00561020E+001,8.91973093E-001,9.16412891E+000
40.000000,1.00000000E-004,1.00000000E-001,3,2,1,2.48659825E+000,1.90564816E+000,5.80950090E-001
40.000000,1.00000000E-004,1.00000000E-003,4,3,1,1.05807723E+001,4.15833309E+000,6.42243921E+000
40.000000,1.00000000E-001,1.00000000E-001,1,1,0,1.11388979E+000,1.11388979E+000,0.00000000E+000
50.000000,1.00000000E-004,1.00000000E-002,3,3,0,2.15443424E-001,3.45597510E-001,1.30154086E-001
50.000000,1.00000000E-004,1.00000000E-002,5,2,3,9.98836374E+000,1.67138335E+000,8.31698039E+000
50.000000,1.00000000E-004,1.00000000E-003,3,2,1,6.57915395E+000,3.82589250E-001,6.19656470E+000
50.000000,1.00000000E-004,1.00000000E+000,3,1,2,6.05722127E+000,7.91034622E-001,5.26618665E+000
50.000000,1.00000000E-004,1.00000000E-002,2,2,0,2.02983319E+001,2.09428219E+000,1.82040497E+001
60.000000,1.00000000E-004,1.00000000E-003,3,2,1,2.90218359E+000,2.53970335E+000,3.62480240E-001
60.000000,1.00000000E-004,1.00000000E+000,3,1,2,1.47668653E+001,8.55092028E-001,1.39117733E+001
60.000000,1.00000000E-004,1.00000000E+000,2,1,1,7.61957667E+000,1.72522195E+000,5.89435472E+000
70.000000,1.00000000E-004,1.00000000E-001,4,2,2,8.20362646E+000,3.90137369E+000,4.30225277E+000
70.000000,1.00000000E-004,1.00000000E+000,5,1,4,5.79021737E+000,3.74157184E-001,5.41606019E+000
70.000000,1.00000000E-004,1.00000000E-002,2,2,0,2.57989133E+001,2.22476990E-001,2.55764363E+001
80.000000,1.00000000E-004,1.00000000E-001,5,2,3,8.45449083E+000,3.98662473E-001,8.05582836E+000
80.000000,1.00000000E-004,1.00000000E+000,3,1,2,2.57464244E+000,2.84362561E+000,2.68983170E-001
80.000000,1.00000000E-004,1.00000000E-003,3,3,0,4.86914769E+000,6.77499153E-001,4.19164854E+000
80.000000,1.00000000E-004,1.00000000E-002,3,2,1,9.92257254E+000,1.74150673E+000,8.18106581E+000
85.000000,1.00000000E-004,1.00000000E-001,4,1,3,1.50533717E+001,4.73207632E-001,1.45801641E+001
85.000000,1.00000000E-004,1.00000000E+000,4,1,3,1.06560872E+001,1.58957863E+000,9.06650857E+000
90.000000,1.00000000E-004,1.00000000E+000,4,1,3,1.06423090E+001,3.39140818E+000,7.25090082E+000
90.000000,1.00000000E-004,1.00000000E+000,4,1,3,4.91850452E+000,5.88906995E-002,4.85961382E+000
95.000000,1.00000000E-004,1.00000000E-001,4,2,2,2.93495766E+000,2.58263698E+000,3.52320680E-001
96.000000,1.00000000E-004,1.00000000E+000,4,1,3,1.40260848E+001,3.82069854E+000,1.02053863E+001
97.000000,1.00000000E-004,1.00000000E+000,5,1,4,5.30806288E-001,1.27617514E+000,7.45368852E-001
98.000000,1.00000000E-004,1.00000000E+000,4,1,3,3.71107728E+000,2.18691544E+000,1.52416184E+000
100.000000,1.00000000E-004,1.00000000E-001,4,2,2,1.30409850E+000,3.66953942E+000,2.36544092E+000
100.000000,1.00000000E-003,1.00000000E-001,4,2,2,3.40846700E+000,6.39338635E-001,2.76912837E+000
102.000000,1.00000000E-004,1.00000000E-001,6,1,5,1.72530135E+001,3.34580778E+000,1.39072057E+001
103.000000,1.00000000E-004,1.00000000E-002,3,3,0,4.68973255E+000,5.50744663E-002,4.63465808E+000
105.000000,1.00000000E-004,1.00000000E+000,3,1,2,1.13971066E+000,2.29860964E+000,1.15889898E+000
105.000000,1.00000000E-004,1.00000000E-001,5,3,2,4.82434058E+000,4.16987694E-001,4.40735289E+000
107.000000,1.00000000E-004,1.00000000E-002,4,3,1,7.30453820E+000,2.34559081E+000,4.95894739E+000
108.000000,1.00000000E-004,1.00000000E-002,4,3,1,1.21773560E+001,7.28542696E-001,1.14488133E+001
110.000000,1.00000000E-003,1.00000000E-003,4,4,0,1.10011460E+000,1.10011460E+000,0.00000000E+000
120.000000,1.00000000E-004,1.00000000E-002,4,2,2,7.12735473E+000,3.29154771E+000,3.83580702E+000
120.000000,1.00000000E-004,1.00000000E+000,4,1,3,1.55213340E+000,1.22947367E+000,3.22659730E-001
130.000000,1.00000000E-004,1.00000000E-002,4,3,1,1.52615110E+001,4.40505397E-002,1.52174605E+001
130.000000,1.00000000E-004,1.00000000E+000,3,1,2,4.68570606E+000,4.68579741E-001,4.21712632E+000
140.000000,1.00000000E-003,1.00000000E-001,3,2,1,7.29434549E+000,5.21033692E+000,2.08400857E+000
140.000000,1.00000000E-004,1.00000000E-002,4,2,2,7.65782457E+000,1.37726460E+000,6.28055997E+000
150.000000,1.00000000E-004,1.00000000E+000,3,1,2,7.29445724E+000,4.38187425E-001,6.85626982E+000
150.000000,1.00000000E-004,1.00000000E-002,3,2,1,1.38817895E+001,3.08624981E-001,1.35731645E+001
150.000000,1.00000000E-004,1.00000000E-002,4,2,2,7.81160787E+000,2.46032284E+000,5.35128503E+000
160.000000,1.00000000E-004,1.00000000E-002,4,3,1,7.91735686E+000,1.83519520E+000,6.08216166E+000
160.000000,1.00000000E-004,1.00000000E-003,3,3,0,1.13212606E+000,8.47625059E-001,2.84501001E-001
170.000000,1.00000000E-004,1.00000000E-002,4,2,2,3.03753980E+000,6.52002939E-002,2.97233951E+000
170.000000,1.00000000E-004,1.00000000E-001,4,2,2,1.02039783E+001,1.05941194E+000,9.14456636E+000
180.000000,1.00000000E-004,1.00000000E+000,5,1,4,5.86233160E-001,7.13767303E-002,5.14856430E-001
180.000000,1.00000000E-004,1.00000000E+000,4,1,3,5.25548372E-001,4.79837080E-001,4.57112920E-002
180.000000,1.00000000E-004,1.00000000E-001,4,2,2,1.00542136E+001,1.68508948E+000,8.36912412E+000
190.000000,1.00000000E-004,1.00000000E-002,5,2,3,7.67655574E+000,2.24209859E+000,5.43445715E+000
190.000000,1.00000000E-004,1.00000000E-001,3,2,1,8.29063991E+000,4.73108466E-001,7.81753144E+000
190.000000,1.00000000E-004,1.00000000E-001,3,2,1,2.73295396E+000,3.78266469E+000,1.04971073E+000
200.000000,1.00000000E-004,1.00000000E-002,4,2,2,3.78414002E+000,3.54741129E+000,2.36728730E-001
200.000000,1.00000000E-004,1.00000000E-002,4,3,1,9.25474709E-001,2.55862915E+000,1.63315444E+000
210.000000,1.00000000E-004,1.00000000E+000,4,1,3,8.92152557E+000,3.27643705E+000,5.64508852E+000
210.000000,1.00000000E-004,1.00000000E+000,5,1,4,3.75601949E+000,1.40094362E-001,3.61592513E+000
220.000000,1.00000000E-004,1.00000000E-002,3,2,1,1.15322930E+001,1.89866577E-001,1.13424264E+001
220.000000,1.00000000E-004,1.00000000E-002,3,2,1,5.91419040E+000,2.69448486E+000,3.21970554E+000
220.000000,1.00000000E-004,1.00000000E-001,4,2,2,8.54592553E+000,3.79532354E+000,4.75060199E+000
230.000000,1.00000000E-004,1.00000000E+000,5,1,4,6.08711354E+000,9.80624217E-001,5.10648932E+000
230.000000,1.00000000E-004,1.00000000E-003,3,2,1,2.18222817E+000,1.08963906E+000,1.09258911E+000
240.000000,1.00000000E-004,1.00000000E+000,4,1,3,4.27091488E+000,1.60151886E+000,2.66939602E+000
240.000000,1.00000000E-004,1.00000000E-003,4,4,0,7.82768093E+000,1.08488176E+000,6.74279917E+000
250.000000,1.00000000E-004,1.00000000E-003,4,4,0,2.40265508E+000,8.69995594E-001,1.53265949E+000
250.000000,1.00000000E-004,1.00000000E+000,4,1,3,5.28438944E+000,5.86239777E-001,4.69814966E+000
250.000000,1.00000000E-004,1.00000000E+000,4,1,3,1.18215759E-001,8.23739374E-002,3.58418216E-002
260.000000,1.00000000E-004,1.00000000E-003,4,2,2,6.22082359E+000,1.82942588E+000,4.39139771E+000
260.000000,1.00000000E-004,1.00000000E-001,5,3,2,8.65571163E+000,2.73022793E+000,5.92548370E+000
270.000000,1.00000000E-004,1.00000000E+000,4,1,3,1.28652564E+000,9.95020031E-001,2.91505609E-001
270.000000,1.00000000E-004,1.00000000E+000,6,1,5,5.92288719E-001,1.24360681E+000,6.51318091E-001
270.000000,1.00000000E-004,1.00000000E-001,4,2,2,2.66891885E+000,1.62416601E+000,1.04475284E+000
280.000000,1.00000000E-004,1.00000000E-002,5,2,3,7.87721668E+000,1.70243780E+000,6.17477888E+000
280.000000,1.00000000E-004,1.00000000E-002,4,2,2,1.53639688E+000,7.52906338E-001,7.83490542E-001
280.000000,1.00000000E-004,1.00000000E-001,4,2,2,2.67592043E+000,2.96532702E-001,2.37938773E+000
