Paper vs minimum-residual DRT comparison
Dataset: S2302Al.xlsx
Generated: 13-Jul-2026 00:25:27
Total temperatures: 104

Bootstrap repeats for variance metric: 1

Drop ratio for sensitivity metric: 0.15
Sensitivity repeats per lambda: 1

Aggregate comparison
Mean peaks (residual method): 3.6058
Mean peaks (paper method)   : 1.9135
Mean peak delta abs |paper-res| : 1.6923
Median peak delta abs |paper-res|: 2.0000
Temps paper has more peaks      : 0
Temps equal peaks               : 15
Temps paper has fewer peaks     : 89

Mean residual-change sensitivity % (residual-selected lambda): 7.25538552E+000
Mean residual-change sensitivity % (paper-selected lambda)   : 1.77678599E+000
Mean sensitivity delta abs % |paper-res|                    : 5.75065204E+000
Median sensitivity delta abs % |paper-res|                  : 4.52220904E+000
Temps paper lower sensitivity                             : 87
Temps equal sensitivity                                   : 3
Temps paper higher sensitivity                            : 14

Per-temperature detail
TemperatureK,ResidualLambda,PaperLambda,ResidualPeaks,PaperPeaks,PeakDeltaAbs_PaperMinusRes,ResidualSensitivity,PaperSensitivity,SensitivityDeltaAbs_PaperMinusRes
94.500000,1.00000000E-004,1.00000000E+000,4,1,3,5.40738164E+000,6.21221716E-001,4.78615992E+000
95.400000,1.00000000E-004,1.00000000E+000,4,1,3,1.53192165E+001,7.47802082E-001,1.45714144E+001
96.500000,1.00000000E-004,1.00000000E-001,5,2,3,1.26684641E-001,1.90467666E+000,1.77799202E+000
97.500000,1.00000000E-004,1.00000000E-002,4,3,1,3.78387486E+000,5.76732316E-001,3.20714254E+000
99.500000,1.00000000E-004,1.00000000E-003,4,4,0,3.28536367E+000,2.09778566E+000,1.18757801E+000
100.500000,1.00000000E-003,1.00000000E-002,4,3,1,6.20223764E+000,1.25150089E-001,6.07708755E+000
101.500000,1.00000000E-004,1.00000000E+000,6,1,5,6.29558170E+000,3.72699828E+000,2.56858342E+000
102.700000,1.00000000E-004,1.00000000E-002,3,3,0,1.84979594E+000,2.54708960E+000,6.97293660E-001
104.500000,1.00000000E-004,1.00000000E-001,5,3,2,7.11903455E-001,3.63679075E+000,2.92488730E+000
105.500000,1.00000000E-004,1.00000000E+000,3,1,2,3.51759391E+000,2.97801269E+000,5.39581220E-001
107.500000,1.00000000E-004,1.00000000E-001,4,2,2,7.30541179E+000,1.95384888E-002,7.28587330E+000
108.400000,1.00000000E-004,1.00000000E-001,4,2,2,1.03675615E+001,3.19636355E-001,1.00479251E+001
109.500000,1.00000000E-003,1.00000000E-001,4,2,2,3.17088083E+000,2.38248199E+000,7.88398840E-001
119.500000,1.00000000E-004,1.00000000E+000,4,1,3,8.77304579E+000,1.91861807E+000,6.85442772E+000
120.400000,1.00000000E-004,1.00000000E-002,4,2,2,3.81924172E+000,4.24835996E-001,3.39440572E+000
129.500000,1.00000000E-004,1.00000000E-001,3,2,1,1.23299079E+001,1.43167170E+000,1.08982362E+001
130.500000,1.00000000E-004,1.00000000E-002,4,3,1,5.41778306E+000,3.06100134E-001,5.11168293E+000
139.500000,1.00000000E-003,1.00000000E-001,3,2,1,1.01403884E+001,1.94784034E+000,8.19254806E+000
140.400000,1.00000000E-004,1.00000000E-002,4,2,2,5.21749041E+000,1.09736758E+000,4.12012283E+000
149.500000,1.00000000E-004,1.00000000E+000,3,1,2,6.02470349E-002,1.00983152E+000,9.49584485E-001
150.400000,1.00000000E-004,1.00000000E-001,4,2,2,7.91348879E+000,8.64680929E-001,7.04880786E+000
150.500000,1.00000000E-004,1.00000000E-001,3,2,1,1.79137971E+001,4.72369078E-001,1.74414280E+001
159.500000,1.00000000E-004,1.00000000E-003,3,3,0,1.58738074E+000,1.23295322E+000,3.54427520E-001
160.500000,1.00000000E-004,1.00000000E+000,4,1,3,2.70600416E+000,6.97143556E-001,2.00886060E+000
169.500000,1.00000000E-004,1.00000000E+000,4,1,3,8.25559916E-001,1.11335416E+000,2.87794244E-001
170.500000,1.00000000E-004,1.00000000E-002,4,2,2,1.01206736E+001,1.47257512E+000,8.64809848E+000
179.500000,1.00000000E-004,1.00000000E-001,5,2,3,6.58401402E+000,2.47738131E+000,4.10663271E+000
180.400000,1.00000000E-004,1.00000000E-003,4,3,1,3.30316609E+000,3.63667955E+000,3.33513460E-001
180.500000,1.00000000E-004,1.00000000E-002,4,3,1,4.20991474E-001,3.20236875E+000,2.78137728E+000
189.500000,1.00000000E-004,1.00000000E-001,3,2,1,5.33850243E-001,2.54593447E+000,2.01208423E+000
190.300000,1.00000000E-004,1.00000000E+000,5,1,4,7.41419564E+000,3.53863505E-001,7.06033214E+000
190.500000,1.00000000E-004,1.00000000E-002,3,2,1,8.08668386E+000,5.75603430E-001,7.51108043E+000
199.500000,1.00000000E-004,1.00000000E-001,4,2,2,1.00310911E+001,4.10892184E-001,9.62019892E+000
200.500000,1.00000000E-004,1.00000000E+000,4,1,3,1.57865455E+000,1.03070768E+000,5.47946870E-001
209.500000,1.00000000E-004,1.00000000E+000,5,1,4,9.60983365E-001,1.51583477E+000,5.54851405E-001
210.500000,1.00000000E-004,1.00000000E+000,4,1,3,3.75273019E+000,7.90963250E-002,3.67363387E+000
219.500000,1.00000000E-004,1.00000000E-002,3,2,1,5.09414562E-001,2.56978366E-001,2.52436196E-001
220.400000,1.00000000E-004,1.00000000E-002,4,3,1,4.94729165E+000,4.42435128E+000,5.22940370E-001
220.500000,1.00000000E-004,1.00000000E-002,3,2,1,4.31046866E+000,1.51543047E+000,2.79503819E+000
229.500000,1.00000000E-004,1.00000000E-002,5,2,3,2.77263579E+000,2.12121064E+000,6.51425150E-001
230.400000,1.00000000E-004,1.00000000E+000,3,1,2,2.19344780E+000,1.10076055E+000,1.09268725E+000
239.500000,1.00000000E-004,1.00000000E+000,4,1,3,1.88362157E+001,5.36953789E-001,1.82992619E+001
240.500000,1.00000000E-004,1.00000000E+000,4,1,3,2.14920241E+000,2.98121974E-001,1.85108044E+000
249.500000,1.00000000E-004,1.00000000E-001,4,3,1,5.06856814E+000,5.46359098E-001,4.52220904E+000
250.400000,1.00000000E-004,1.00000000E+000,4,1,3,5.76428720E+000,2.29222302E+000,3.47206418E+000
250.500000,1.00000000E-004,1.00000000E+000,4,1,3,4.53040952E-001,3.18611268E-001,1.34429684E-001
259.500000,1.00000000E-004,1.00000000E-003,4,2,2,8.88232452E+000,1.46858456E-001,8.73546606E+000
260.500000,1.00000000E-004,1.00000000E-001,5,3,2,3.60325554E+000,1.69748842E-001,3.43350670E+000
269.500000,1.00000000E-004,1.00000000E-002,6,2,4,2.61776345E+000,1.93593243E+000,6.81831020E-001
270.400000,1.00000000E-004,1.00000000E-002,4,2,2,9.56581235E-001,1.17667662E+000,2.20095385E-001
270.500000,1.00000000E-004,1.00000000E-003,4,4,0,1.22794086E-001,3.37016353E-001,2.14222267E-001
279.500000,1.00000000E-004,1.00000000E-003,5,3,2,1.06828207E+001,1.06240151E+000,9.62041919E+000
280.100000,1.00000000E-004,1.00000000E-003,4,3,1,4.07177676E+000,1.53456075E+000,2.53721601E+000
280.200000,1.00000000E-004,1.00000000E-002,4,2,2,2.23217436E+000,7.60436032E-001,1.47173833E+000
