Temperature,SelectedLambda,RID,CV,Variance,Score,PeakCount
230.490000,1.00000000e-02,1.677842e+04,1.925245e+05,6.536266e+04,6.681531e-02,3
239.530000,1.00000000e-02,8.864411e+03,1.779308e+05,2.501395e+04,5.687144e-02,2
240.470000,1.00000000e-02,2.237549e+04,1.895899e+05,1.769211e+04,5.395991e-02,3
249.540000,1.00000000e-02,1.462320e+04,1.689323e+05,2.365206e+04,7.100536e-02,3
250.490000,1.00000000e-02,1.265691e+04,1.566046e+05,4.304256e+04,1.256971e-01,3
259.510000,1.00000000e-02,8.969687e+03,1.498018e+05,2.755788e+04,7.198898e-02,2
260.450000,1.00000000e-02,2.792047e+03,1.471859e+05,1.027557e+04,5.397820e-02,2
269.570000,1.00000000e-02,3.081291e+04,2.785312e+05,2.087043e+04,1.341163e-01,3
279.560000,1.00000000e-02,6.254475e+03,1.253478e+05,6.857177e+04,1.310644e-01,2
280.230000,1.00000000e-02,8.185158e+03,1.280385e+05,2.161921e+04,5.655434e-02,2
