Temperature,SelectedLambda,RID,CV,Variance,Score,PeakCount
108.470000,1.00000000e-02,4.589191e+04,1.096614e+05,3.539702e+02,5.553620e-02,2
109.780000,1.00000000e-02,4.410136e+04,1.123537e+05,1.961522e+02,4.771524e-02,3
110.490000,1.00000000e-02,4.455964e+04,1.103564e+05,3.494746e+02,5.564384e-02,2
119.700000,1.00000000e-02,4.915063e+04,1.089072e+05,2.258861e+02,5.675559e-02,2
120.430000,1.00000000e-02,4.668238e+04,1.092094e+05,2.246881e+02,7.453797e-02,2
129.660000,1.00000000e-02,4.880157e+04,1.090231e+05,1.779912e+02,6.184659e-02,3
130.500000,1.00000000e-02,4.757148e+04,1.081394e+05,1.430080e+02,6.428966e-02,2
140.450000,1.00000000e-02,4.739539e+04,1.110680e+05,5.602433e+01,7.564104e-02,2
150.460000,1.00000000e-02,4.957364e+04,1.128202e+05,4.928036e+02,1.055105e-01,2
159.560000,1.00000000e-02,4.554760e+04,1.122932e+05,1.546874e+02,6.911395e-02,2
