Temperature,SelectedLambda,RID,CV,Variance,Score,PeakCount
104.540000,1.00000000e-02,2.183197e+05,1.206850e+06,1.043479e+05,7.343247e-02,2
105.450000,1.00000000e-02,2.041930e+05,1.387326e+06,2.297727e+05,6.592899e-02,2
107.510000,1.00000000e-02,1.792187e+05,1.309527e+06,7.998597e+04,5.758544e-02,2
108.410000,1.00000000e-02,1.582416e+05,1.323630e+06,6.943987e+04,6.279310e-02,2
109.570000,1.00000000e-02,5.347844e+04,1.083257e+06,8.894026e+04,6.958255e-02,1
119.570000,1.00000000e-02,2.035065e+05,1.010951e+06,1.749610e+05,8.088129e-02,2
129.540000,1.00000000e-02,1.641275e+05,7.671464e+05,1.299880e+05,8.267330e-02,2
139.520000,1.00000000e-02,1.416597e+05,6.771911e+05,9.404396e+04,6.939816e-02,2
140.480000,1.00000000e-02,1.135107e+05,7.172247e+05,2.774381e+04,5.591060e-02,1
149.570000,1.00000000e-01,4.645195e+11,2.744416e+12,1.094920e+08,6.115777e-03,1
