Temperature,SelectedLambda,RID,CV,Variance,Score,PeakCount
5.160000,1.00000000e-02,3.188568e+04,9.020886e+04,4.469577e+02,3.279963e-02,2
5.190000,1.00000000e-02,3.052842e+04,8.633170e+04,8.186829e+02,3.748007e-02,2
5.240000,1.00000000e-02,2.923350e+04,8.688922e+04,8.104672e+02,4.195099e-02,2
5.260000,1.00000000e-02,3.251967e+04,9.161149e+04,8.368936e+02,4.425712e-02,2
5.270000,1.00000000e-02,3.102059e+04,8.506379e+04,6.634774e+02,3.988085e-02,2
5.290000,1.00000000e-02,3.573578e+04,8.729679e+04,1.093707e+03,5.769082e-02,2
5.300000,1.00000000e-02,2.935264e+04,8.969832e+04,8.332604e+02,2.923634e-02,3
5.360000,1.00000000e-02,3.336887e+04,8.729020e+04,5.191398e+02,4.309019e-02,2
5.370000,1.00000000e-02,3.157218e+04,8.749117e+04,6.884320e+02,3.380808e-02,2
5.390000,1.00000000e-02,3.423821e+04,8.491840e+04,5.918689e+02,3.545278e-02,2
