Temperature,SelectedLambda,RID,CV,Variance,Score,PeakCount
1.600000,1.00000000e-02,1.513784e+11,6.925874e+11,4.912952e+08,2.958818e-02,3
1.600000,1.00000000e-02,1.513784e+11,6.925874e+11,1.039164e+09,2.646895e-02,3
1.700000,1.00000000e-01,3.547920e+10,4.719651e+11,1.277908e+08,0.000000e+00,1
1.700000,1.00000000e-01,3.547920e+10,4.719651e+11,3.863367e+07,0.000000e+00,1
1.800000,1.00000000e-01,1.497875e+11,7.024956e+11,7.598168e+07,0.000000e+00,3
1.800000,1.00000000e-01,1.497875e+11,7.024956e+11,8.921902e+07,0.000000e+00,3
1.900000,1.00000000e-02,2.159399e+11,5.195771e+11,4.620051e+08,5.097169e-02,2
1.900000,1.00000000e-02,2.159399e+11,5.195771e+11,7.036703e+08,2.136768e-02,2
2.000000,1.00000000e-02,5.184281e+10,3.928158e+11,4.584535e+08,8.609169e-03,4
2.000000,1.00000000e-02,5.184281e+10,3.928158e+11,3.899830e+08,1.135824e-02,4
