Temperature,SelectedLambda,RID,CV,Variance,Score,PeakCount
2.480000,1.00000000e-02,1.247390e+06,9.904235e+05,7.117577e+04,1.097673e-01,3
2.480000,1.00000000e-02,1.247390e+06,9.904235e+05,5.995793e+04,1.146987e-01,3
5.040000,1.00000000e-02,5.219530e+03,2.312048e+05,1.559502e+04,5.541660e-02,3
5.040000,1.00000000e-02,5.219530e+03,2.312048e+05,4.215839e+04,6.432817e-02,3
5.050000,1.00000000e-02,1.155681e+04,2.243137e+05,5.733306e+04,9.842444e-02,3
5.050000,1.00000000e-02,1.155681e+04,2.243137e+05,6.403145e+04,7.044258e-02,3
5.060000,1.00000000e-02,1.165816e+04,2.177886e+05,5.112759e+04,9.567175e-02,3
5.060000,1.00000000e-02,1.165816e+04,2.177886e+05,2.545124e+04,6.192309e-02,3
5.090000,1.00000000e-02,6.428964e+03,2.171469e+05,2.436982e+04,6.325839e-02,2
5.090000,1.00000000e-02,6.428964e+03,2.171469e+05,5.712137e+04,1.065423e-01,2
