Temperature,SelectedLambda,RealCV,ImagCV,TotalCV,MeanAbsResidual,PeakCount
5.100000,1.00000000e-04,2.082639e+06,1.569078e+06,3.651717e+06,7.049316e+02,3
7.500000,3.98107171e-04,7.744745e+05,9.229378e+05,1.697412e+06,4.937318e+02,3
7.600000,1.00000000e-04,8.645776e+05,7.345871e+05,1.599165e+06,4.887946e+02,3
7.700000,1.00000000e-04,9.327758e+05,6.379666e+05,1.570742e+06,4.800701e+02,4
8.000000,1.00000000e-04,6.212505e+05,8.206600e+05,1.441911e+06,4.726587e+02,5
8.500000,1.58489319e-04,9.829227e+05,7.963705e+05,1.779293e+06,5.128330e+02,4
10.400000,3.16227766e-04,1.439736e+06,4.053924e+05,1.845129e+06,5.283995e+02,3
15.300000,1.00000000e-04,9.169150e+05,2.627800e+05,1.179695e+06,3.935524e+02,3
20.400000,3.98107171e-04,4.689975e+05,1.143722e+05,5.833697e+05,2.785596e+02,4
30.500000,1.00000000e-04,8.715441e+04,4.348318e+04,1.306376e+05,1.713324e+02,4
