Temperature,SelectedLambda,RID,CV,Variance,Score,PeakCount
20.070000,1.00000000e-02,3.587565e+04,9.668567e+04,1.793251e+02,3.783297e-02,2
20.200000,1.00000000e-02,3.657671e+04,9.498697e+04,5.175050e+02,4.686222e-02,2
20.310000,1.00000000e-02,3.478432e+04,9.419414e+04,4.096008e+02,3.847356e-02,2
20.430000,1.00000000e-02,3.755329e+04,9.695494e+04,3.826679e+02,4.818655e-02,2
20.440000,1.00000000e-02,3.787183e+04,9.539444e+04,2.600113e+02,4.727936e-02,2
20.480000,1.00000000e-02,3.708527e+04,9.504965e+04,3.458522e+02,5.160143e-02,2
30.380000,1.00000000e-02,3.918405e+04,9.182277e+04,4.374688e+02,4.745837e-02,2
40.420000,1.00000000e-02,4.318280e+04,1.022455e+05,6.444217e+02,4.208973e-02,3
50.410000,1.00000000e-02,4.192794e+04,9.449111e+04,7.637338e+02,4.690702e-02,2
59.870000,1.00000000e-02,4.174555e+04,9.940875e+04,5.232572e+02,7.307433e-02,2
