Temperature,SelectedLambda,RID,CV,Variance,Score,PeakCount
102.560000,1.00000000e-02,2.195567e+06,6.235316e+06,4.613848e+05,2.580357e-01,2
104.540000,1.00000000e-03,1.684343e+06,3.535786e+06,9.083734e+05,1.191262e-01,3
105.470000,1.00000000e-03,2.030092e+06,3.669383e+06,1.693084e+06,2.453021e-01,3
107.530000,1.00000000e-03,7.348883e+05,3.482925e+06,7.472013e+05,1.496734e-01,2
108.400000,1.00000000e-02,1.989181e+06,5.382870e+06,2.087908e+05,2.158909e-01,1
109.560000,1.00000000e-02,1.145777e+06,5.423607e+06,2.002755e+05,1.593061e-01,2
119.560000,1.00000000e-03,7.524094e+05,2.496544e+06,9.437810e+05,7.968102e-02,2
129.540000,1.00000000e-02,9.057782e+05,3.832254e+06,5.461527e+04,1.692680e-01,1
130.170000,1.00000000e-02,1.176716e+06,3.911824e+06,8.869158e+04,2.058996e-01,2
139.550000,1.00000000e-03,8.177421e+05,1.774292e+06,4.483300e+05,9.384617e-02,3
