Temperature,SelectedLambda,RealCV,ImagCV,TotalCV,MeanAbsResidual,PeakCount
7.600000,1.00000000e-04,1.680456e+13,8.267101e+12,2.507166e+13,1.099541e+06,2
8.300000,1.00000000e-03,6.025044e+08,8.915333e+08,1.494038e+09,1.307005e+04,2
8.500000,1.58489319e-02,5.776152e+08,4.884391e+08,1.066054e+09,1.114990e+04,3
9.500000,1.58489319e-03,3.697582e+08,5.648741e+08,9.346323e+08,9.943571e+03,3
9.700000,2.51188643e-02,3.207456e+12,4.218273e+12,7.425729e+12,8.461945e+05,2
10.100000,1.00000000e-04,4.693246e+08,4.052121e+08,8.745367e+08,1.076357e+04,3
10.400000,1.99526231e-03,2.878165e+08,3.907694e+08,6.785859e+08,8.474791e+03,4
14.500000,2.51188643e-04,2.278501e+08,1.638001e+08,3.916502e+08,6.032675e+03,3
14.600000,1.00000000e-01,6.271173e+12,1.643729e+13,2.270846e+13,9.962389e+05,1
15.300000,1.00000000e-01,4.664456e+08,1.927807e+08,6.592263e+08,1.107956e+04,2
