Temperature,SelectedLambda,RID,CV,Variance,Score,PeakCount
5.180000,1.00000000e-02,1.922701e+04,2.284467e+05,4.691900e+04,6.654426e-02,3
5.180000,1.00000000e-02,1.922701e+04,2.284467e+05,3.085591e+04,6.214747e-02,3
5.210000,1.00000000e-02,5.907616e+04,2.170278e+05,6.144883e+04,7.354797e-02,2
5.210000,1.00000000e-02,5.907616e+04,2.170278e+05,3.910188e+04,6.238952e-02,2
5.360000,1.00000000e-02,1.065876e+04,2.157855e+05,5.529009e+04,5.889154e-02,2
5.360000,1.00000000e-02,1.065876e+04,2.157855e+05,3.731992e+04,6.626072e-02,2
5.440000,1.00000000e-02,1.050386e+06,6.393308e+05,3.712402e+04,1.138428e-01,2
5.440000,1.00000000e-02,1.050386e+06,6.393308e+05,2.609250e+04,1.557269e-01,2
5.490000,1.00000000e-02,1.173763e+05,2.274914e+05,4.208952e+04,7.718355e-02,2
5.490000,1.00000000e-02,1.173763e+05,2.274914e+05,8.051031e+04,7.755570e-02,2
