Bayes-DRT MATLAB 2011 workflow (Re/Im CV) ??? merged all temperatures
Dataset: S2332Sap.xlsx
Generated: 13-Jul-2026 08:44:17
Total temperatures: 220

Aggregate summary
Mean selected lambda: 9.51794695E-001
Mean real-part CV: 1.52273574E+011
Mean imag-part CV: 1.93642581E+011
Mean total CV: 3.45916155E+011
Mean absolute residual: 2.26731348E+004
Mean peak count: 2.5000
Max peak count: 5

Per-temperature detail
TemperatureK,SelectedLambda,RealCV,ImagCV,TotalCV,MeanAbsResidual,PeakCount
1.670000,1.00000000E-003,6.43831726E+004,9.26102210E+003,7.36441947E+004,1.75251235E+002,1
1.670000,1.00000000E-003,6.43831726E+004,9.26102210E+003,7.36441947E+004,1.75251235E+002,1
1.680000,3.16227766E-007,1.20440677E+005,1.93653105E+005,3.14093782E+005,2.53316000E+002,4
1.680000,3.16227766E-007,1.20440677E+005,1.93653105E+005,3.14093782E+005,2.53316000E+002,4
1.690000,3.16227766E-006,1.27552953E+005,1.73725412E+005,3.01278366E+005,2.56047869E+002,2
1.690000,3.16227766E-006,1.27552953E+005,1.73725412E+005,3.01278366E+005,2.56047869E+002,2
1.710000,3.16227766E-006,1.46188326E+005,1.63412377E+005,3.09600703E+005,2.44449549E+002,3
1.710000,3.16227766E-006,1.46188326E+005,1.63412377E+005,3.09600703E+005,2.44449549E+002,3
1.730000,3.16227766E-006,1.68375235E+005,1.24289153E+005,2.92664389E+005,2.45178775E+002,3
1.730000,3.16227766E-006,1.68375235E+005,1.24289153E+005,2.92664389E+005,2.45178775E+002,3
1.750000,1.00000000E-006,1.72338018E+005,1.36281043E+005,3.08619061E+005,2.59844516E+002,4
1.750000,1.00000000E-006,1.72338018E+005,1.36281043E+005,3.08619061E+005,2.59844516E+002,4
1.780000,3.16227766E-006,1.81359440E+005,1.13287181E+005,2.94646621E+005,2.49740264E+002,3
1.780000,3.16227766E-006,1.81359440E+005,1.13287181E+005,2.94646621E+005,2.49740264E+002,3
1.800000,3.16227766E-006,9.95902182E+004,1.77310941E+005,2.76901159E+005,2.34900222E+002,3
1.800000,3.16227766E-006,9.95902182E+004,1.77310941E+005,2.76901159E+005,2.34900222E+002,3
1.860000,1.00000000E-005,1.12405012E+005,1.36318768E+005,2.48723780E+005,2.28561552E+002,2
1.860000,1.00000000E-005,1.12405012E+005,1.36318768E+005,2.48723780E+005,2.28561552E+002,2
2.120000,3.16227766E-004,5.93520138E+005,2.08014182E+005,8.01534320E+005,3.54645624E+002,1
2.120000,3.16227766E-004,5.93520138E+005,2.08014182E+005,8.01534320E+005,3.54645624E+002,1
2.480000,1.00000000E-004,5.12354376E+005,1.56808266E+005,6.69162643E+005,3.09201021E+002,1
2.480000,1.00000000E-004,5.12354376E+005,1.56808266E+005,6.69162643E+005,3.09201021E+002,1
5.040000,1.00000000E-004,3.53479026E+004,3.07449600E+004,6.60928625E+004,1.31908736E+002,1
5.040000,1.00000000E-004,3.53479026E+004,3.07449600E+004,6.60928625E+004,1.31908736E+002,1
5.050000,1.00000000E-005,2.26665603E+004,3.27558208E+004,5.54223811E+004,1.20838824E+002,2
5.050000,1.00000000E-005,2.26665603E+004,3.27558208E+004,5.54223811E+004,1.20838824E+002,2
5.060000,1.00000000E-006,3.00518810E+004,2.38680710E+004,5.39199520E+004,1.24375716E+002,2
5.060000,1.00000000E-006,3.00518810E+004,2.38680710E+004,5.39199520E+004,1.24375716E+002,2
5.090000,1.00000000E-008,3.21689974E+004,2.36319085E+004,5.58009059E+004,1.14083694E+002,5
5.090000,1.00000000E-008,3.21689974E+004,2.36319085E+004,5.58009059E+004,1.14083694E+002,5
5.180000,3.16227766E-004,3.10496058E+004,4.04899000E+004,7.15395058E+004,1.32424696E+002,1
5.180000,3.16227766E-004,3.10496058E+004,4.04899000E+004,7.15395058E+004,1.32424696E+002,1
5.210000,1.00000000E-005,2.83566137E+004,2.73344858E+004,5.56910995E+004,1.20498043E+002,2
5.210000,1.00000000E-005,2.83566137E+004,2.73344858E+004,5.56910995E+004,1.20498043E+002,2
5.360000,3.16227766E-004,2.38814148E+004,4.20102508E+004,6.58916656E+004,1.22741732E+002,1
5.360000,3.16227766E-004,2.38814148E+004,4.20102508E+004,6.58916656E+004,1.22741732E+002,1
5.440000,1.00000000E-004,3.68644696E+005,7.66748364E+004,4.45319532E+005,2.46860217E+002,1
5.440000,1.00000000E-004,3.68644696E+005,7.66748364E+004,4.45319532E+005,2.46860217E+002,1
5.490000,3.16227766E-008,2.97618015E+004,3.33677081E+004,6.31295096E+004,1.31606864E+002,5
5.490000,3.16227766E-008,2.97618015E+004,3.33677081E+004,6.31295096E+004,1.31606864E+002,5
5.500000,3.16227766E-006,2.37888360E+004,2.89251051E+004,5.27139411E+004,1.20800550E+002,4
5.500000,3.16227766E-006,2.37888360E+004,2.89251051E+004,5.27139411E+004,1.20800550E+002,4
7.890000,1.00000000E-005,4.02125808E+004,2.30280390E+004,6.32406199E+004,1.17320851E+002,1
7.890000,1.00000000E-005,4.02125808E+004,2.30280390E+004,6.32406199E+004,1.17320851E+002,1
8.470000,3.16227766E-005,2.78718272E+004,1.92194633E+004,4.70912904E+004,1.13574853E+002,1
8.470000,3.16227766E-005,2.78718272E+004,1.92194633E+004,4.70912904E+004,1.13574853E+002,1
9.510000,1.00000000E-008,1.99790658E+004,1.64707553E+004,3.64498211E+004,9.75945353E+001,4
9.510000,1.00000000E-008,1.99790658E+004,1.64707553E+004,3.64498211E+004,9.75945353E+001,4
9.990000,1.00000000E-005,1.51519716E+004,1.99071211E+004,3.50590927E+004,1.03366824E+002,2
9.990000,1.00000000E-005,1.51519716E+004,1.99071211E+004,3.50590927E+004,1.03366824E+002,2
10.470000,3.16227766E-006,1.35723793E+004,1.51126853E+004,2.86850646E+004,9.70374418E+001,2
10.470000,3.16227766E-006,1.35723793E+004,1.51126853E+004,2.86850646E+004,9.70374418E+001,2
14.800000,3.16227766E-008,1.36171284E+004,1.26972511E+004,2.63143795E+004,8.40120698E+001,4
14.800000,3.16227766E-008,1.36171284E+004,1.26972511E+004,2.63143795E+004,8.40120698E+001,4
15.480000,3.16227766E-006,9.83153539E+003,1.47472314E+004,2.45787667E+004,8.71804718E+001,3
15.480000,3.16227766E-006,9.83153539E+003,1.47472314E+004,2.45787667E+004,8.71804718E+001,3
20.410000,3.16227766E-003,6.73992880E+004,1.23107274E+005,1.90506562E+005,1.96534503E+002,1
20.410000,3.16227766E-003,6.73992880E+004,1.23107274E+005,1.90506562E+005,1.96534503E+002,1
