Temperature,SelectedLambda,MeanResidual,PeakCount
149.500000,1.99526231e-04,3.990798e+05,2
150.500000,2.51188643e-02,3.298807e+05,4
159.500000,1.00000000e-04,1.204974e+02,4
169.500000,3.98107171e-04,4.071765e+05,1
179.600000,1.99526231e-04,2.669831e+02,3
180.200000,1.99526231e-04,1.051749e+04,2
189.600000,1.00000000e-04,1.688784e+03,3
190.200000,1.00000000e-01,2.737018e+03,1
199.500000,1.00000000e-04,4.885659e+01,3
200.000000,1.00000000e-04,6.595103e+02,4
