Temperature,SelectedLambda,RealCV,ImagCV,TotalCV,MeanAbsResidual,PeakCount
1.600000,1.58489319e-02,3.770162e+11,3.143906e+11,6.914068e+11,2.036997e+05,3
1.600000,1.58489319e-02,3.770162e+11,3.143906e+11,6.914068e+11,2.036997e+05,3
1.700000,3.98107171e-02,2.916566e+11,1.766826e+11,4.683392e+11,1.695352e+05,2
1.700000,3.98107171e-02,2.916566e+11,1.766826e+11,4.683392e+11,1.695352e+05,2
1.800000,1.00000000e-01,1.929042e+11,5.095914e+11,7.024956e+11,2.024153e+05,3
1.800000,1.00000000e-01,1.929042e+11,5.095914e+11,7.024956e+11,2.024153e+05,3
1.900000,1.25892541e-02,2.384462e+11,2.805128e+11,5.189590e+11,1.827376e+05,2
1.900000,1.25892541e-02,2.384462e+11,2.805128e+11,5.189590e+11,1.827376e+05,2
2.000000,1.25892541e-02,1.867430e+11,2.054150e+11,3.921581e+11,1.554839e+05,4
2.000000,1.25892541e-02,1.867430e+11,2.054150e+11,3.921581e+11,1.554839e+05,4
