Bayes-DRT MATLAB 2011 workflow (Re/Im CV) ??? merged all temperatures
Dataset: S2222Sap.xlsx
Generated: 13-Jul-2026 07:50:15
Total temperatures: 61

Aggregate summary
Mean selected lambda: 3.24221843E-002
Mean real-part CV: 4.98104756E+010
Mean imag-part CV: 4.40957438E+010
Mean total CV: 9.39062194E+010
Mean absolute residual: 2.24566983E+004
Mean peak count: 2.9672
Max peak count: 6

Per-temperature detail
TemperatureK,SelectedLambda,RealCV,ImagCV,TotalCV,MeanAbsResidual,PeakCount
1.510000,3.16227766E-003,4.74264372E+009,1.66463613E+010,2.13890051E+010,4.43535784E+004,1
1.530000,3.16227766E-002,6.06966864E+009,5.45536192E+009,1.15250306E+010,3.75579247E+004,2
2.180000,3.16227766E-003,7.90272695E+009,7.11747971E+009,1.50202067E+010,3.68599096E+004,2
4.540000,3.16227766E-002,3.27293961E+008,6.82318020E+008,1.00961198E+009,1.10466408E+004,1
7.560000,3.16227766E-005,7.64731928E+007,1.13413274E+008,1.89886467E+008,4.60047161E+003,4
9.510000,3.16227766E-003,3.59641891E+007,5.40405419E+007,9.00047309E+007,3.46162553E+003,2
10.380000,3.16227766E-003,2.95509664E+007,4.72369729E+007,7.67879393E+007,3.22017522E+003,2
14.540000,1.00000000E-005,1.70561524E+007,2.38561252E+007,4.09122776E+007,2.36909744E+003,4
15.420000,1.00000000E-003,1.46168134E+007,1.88238376E+007,3.34406510E+007,2.25103035E+003,2
19.570000,1.00000000E-005,1.20481547E+007,9.18534671E+006,2.12335014E+007,1.79205878E+003,4
20.430000,1.00000000E-004,8.69438963E+006,1.30407009E+007,2.17350905E+007,1.77639041E+003,4
29.550000,3.16227766E-004,6.55247300E+006,7.33400541E+006,1.38864784E+007,1.37907099E+003,2
30.490000,1.00000000E-005,4.41833418E+006,5.83118829E+006,1.02495225E+007,1.29742321E+003,3
39.520000,1.00000000E-004,3.20620079E+006,3.79753104E+006,7.00373183E+006,1.06208475E+003,3
40.430000,3.16227766E-007,3.68215796E+006,2.60485647E+006,6.28701442E+006,1.02415442E+003,4
49.520000,1.00000000E-004,2.28746205E+006,1.82092314E+006,4.10838519E+006,8.52465002E+002,2
50.460000,1.00000000E-005,1.81126891E+006,2.06060024E+006,3.87186915E+006,8.38141545E+002,4
59.550000,3.16227766E-006,1.62175898E+006,1.51988733E+006,3.14164631E+006,7.35857150E+002,4
60.490000,1.00000000E-005,1.53351911E+006,1.22894263E+006,2.76246173E+006,6.95859178E+002,3
69.570000,3.16227766E-007,8.51812059E+005,1.45345181E+006,2.30526387E+006,6.57634796E+002,3
79.570000,3.16227766E-005,8.44290193E+005,9.93230005E+005,1.83752020E+006,5.84355645E+002,3
84.520000,3.16227766E-005,9.17064324E+005,6.13588610E+005,1.53065293E+006,5.39932310E+002,3
85.430000,3.16227766E-005,6.04536986E+005,8.46115302E+005,1.45065229E+006,5.27600685E+002,2
89.550000,3.16227766E-005,7.94082755E+005,5.69904159E+005,1.36398691E+006,5.22059438E+002,2
