Temperature,SelectedLambda,RealCV,ImagCV,TotalCV,MeanAbsResidual,PeakCount
30.000000,1.00000000e-04,1.138481e+08,6.544620e+07,1.792943e+08,3.989430e+03,4
30.000000,1.00000000e-04,1.138481e+08,6.544620e+07,1.792943e+08,3.989430e+03,4
40.000000,3.16227766e-04,4.600451e+07,3.635322e+07,8.235773e+07,2.744893e+03,4
40.000000,3.16227766e-04,4.600451e+07,3.635322e+07,8.235773e+07,2.744893e+03,4
50.000000,1.00000000e-04,2.529120e+07,2.048904e+07,4.578024e+07,2.205877e+03,5
50.000000,1.00000000e-04,2.529120e+07,2.048904e+07,4.578024e+07,2.205877e+03,5
60.100000,1.99526231e-04,1.565321e+07,1.071354e+07,2.636675e+07,1.691206e+03,4
60.100000,1.99526231e-04,1.565321e+07,1.071354e+07,2.636675e+07,1.691206e+03,4
70.100000,1.00000000e-04,7.141842e+06,9.640169e+06,1.678201e+07,1.409134e+03,4
70.100000,1.00000000e-04,7.141842e+06,9.640169e+06,1.678201e+07,1.409134e+03,4
