Temperature,SelectedLambda,RealCV,ImagCV,TotalCV,MeanAbsResidual,PeakCount
104.540000,1.00000000e-04,4.997995e+05,4.376435e+05,9.374431e+05,4.448359e+02,4
105.450000,1.00000000e-04,5.927346e+05,5.302348e+05,1.122969e+06,4.678697e+02,5
107.510000,1.58489319e-04,6.197435e+05,4.506127e+05,1.070356e+06,4.434979e+02,4
108.410000,1.00000000e-04,6.431207e+05,4.235052e+05,1.066626e+06,4.347467e+02,4
109.570000,1.00000000e-04,3.464882e+05,4.770615e+05,8.235497e+05,4.149481e+02,3
119.570000,1.00000000e-04,4.504512e+05,3.507067e+05,8.011580e+05,4.020644e+02,4
129.540000,1.00000000e-04,2.266649e+05,3.384818e+05,5.651467e+05,3.663747e+02,4
139.520000,1.00000000e-04,2.050296e+05,3.006215e+05,5.056511e+05,3.448905e+02,5
140.480000,1.00000000e-04,2.371083e+05,2.951059e+05,5.322143e+05,3.474674e+02,3
149.570000,2.51188643e-02,1.359482e+12,1.288474e+12,2.647956e+12,5.186094e+05,2
