Temperature,SelectedLambda,RID,CV,Variance,Score,PeakCount
230.400000,1.00000000e-01,6.619435e+05,4.219283e+06,1.007913e+04,0.000000e+00,2
239.500000,1.00000000e-02,2.625059e+06,1.543614e+06,9.303513e+04,8.020947e-02,3
240.500000,1.00000000e-02,2.240000e+06,1.281653e+06,5.376883e+04,1.176532e-01,3
249.500000,1.00000000e-01,2.776553e+06,1.051105e+07,1.436452e+04,0.000000e+00,3
250.400000,1.00000000e-01,2.336903e+06,5.240023e+06,7.872928e+03,0.000000e+00,3
250.500000,1.00000000e-02,4.368412e+07,1.214000e+07,1.431665e+05,7.626120e-02,4
259.500000,1.00000000e-02,3.412076e+05,5.128500e+05,1.213815e+05,1.029837e-01,2
260.500000,1.00000000e-01,1.349453e+06,3.679258e+06,4.614722e+03,0.000000e+00,3
269.500000,1.00000000e-02,2.007295e+06,1.120998e+06,3.388678e+04,1.848286e-02,3
270.400000,1.00000000e-02,2.613655e+05,3.692363e+05,6.296216e+04,7.109656e-02,3
