Temperature,SelectedLambda,MeanResidual,PeakCount
5.420000,7.94328235e-04,7.095058e+01,2
5.440000,7.94328235e-04,7.083384e+01,2
5.460000,7.94328235e-04,7.065809e+01,2
5.470000,7.94328235e-04,7.071573e+01,3
5.490000,7.94328235e-04,7.304560e+01,2
5.500000,7.94328235e-04,7.099239e+01,2
7.720000,1.58489319e-03,7.452226e+01,2
8.440000,1.58489319e-03,7.538938e+01,2
10.430000,1.58489319e-03,7.528534e+01,2
14.550000,7.94328235e-04,7.416313e+01,3
