Temperature,SelectedLambda,RealCV,ImagCV,TotalCV,MeanAbsResidual,PeakCount
40.500000,5.01187234e-04,2.095818e+07,1.440992e+07,3.536810e+07,2.001311e+03,3
49.500000,7.94328235e-04,8.608145e+06,1.222036e+07,2.082851e+07,1.726337e+03,3
49.700000,1.00000000e-01,5.052640e+08,3.623735e+08,8.676375e+08,1.132550e+04,2
49.900000,3.98107171e-03,7.237056e+10,4.274230e+10,1.151129e+11,9.618542e+04,3
50.400000,3.98107171e-02,3.867094e+08,1.003579e+08,4.870673e+08,1.030552e+04,4
50.500000,1.00000000e-04,9.067053e+06,7.340659e+06,1.640771e+07,1.553482e+03,6
59.500000,1.00000000e-04,6.379793e+06,6.663282e+06,1.304307e+07,1.843482e+03,3
59.800000,1.00000000e-04,7.695365e+10,3.475101e+10,1.117047e+11,9.744945e+04,3
60.500000,1.00000000e-04,4.410808e+06,5.981539e+06,1.039235e+07,1.274994e+03,3
69.500000,1.00000000e-01,4.306137e+08,8.298211e+07,5.135958e+08,7.012360e+03,3
