Temperature,SelectedLambda,RID,CV,Variance,Score,PeakCount
270.500000,1.00000000e-01,3.681262e+10,2.104334e+11,1.965318e+05,0.000000e+00,1
270.500000,1.00000000e-01,3.681262e+10,2.104334e+11,6.116272e+04,0.000000e+00,1
278.510000,1.00000000e-02,2.132946e+05,2.665703e+05,1.495069e+04,1.222816e-01,4
279.510000,1.00000000e-02,2.132946e+05,2.665703e+05,1.426018e+04,1.094953e-01,4
279.790000,1.00000000e-02,9.081825e+05,3.178315e+05,1.521346e+04,1.050987e-01,4
279.790000,1.00000000e-02,9.081825e+05,3.178315e+05,1.196925e+04,1.004510e-01,4
280.060000,1.00000000e-02,3.961161e+05,2.939629e+05,1.120218e+04,5.761355e-02,3
280.060000,1.00000000e-02,3.961161e+05,2.939629e+05,1.957642e+04,6.386796e-02,3
280.330000,1.00000000e-02,1.708960e+05,2.831308e+05,1.234445e+04,1.006434e-01,4
280.330000,1.00000000e-02,1.708960e+05,2.831308e+05,1.424086e+04,8.429542e-02,4
