Temperature,SelectedLambda,RID,CV,Variance,Score,PeakCount
5.500000,1.00000000e-02,5.745027e+03,2.112147e+05,4.942088e+04,9.025540e-02,3
5.500000,1.00000000e-02,5.745027e+03,2.112147e+05,2.529077e+04,5.902147e-02,3
7.890000,1.00000000e-02,1.460282e+05,1.876651e+05,3.447396e+04,6.693284e-02,3
7.890000,1.00000000e-02,1.460282e+05,1.876651e+05,6.089640e+04,1.540680e-01,3
8.470000,1.00000000e-02,9.930773e+04,1.714731e+05,1.331109e+04,6.766649e-02,2
8.470000,1.00000000e-02,9.930773e+04,1.714731e+05,9.790424e+03,6.200883e-02,2
9.510000,1.00000000e-02,6.692947e+04,1.505245e+05,3.755207e+04,5.686790e-01,2
9.510000,1.00000000e-02,6.692947e+04,1.505245e+05,4.275173e+04,5.878564e-01,2
9.990000,1.00000000e-02,6.977615e+04,1.466454e+05,1.783603e+04,6.733148e-02,2
9.990000,1.00000000e-02,6.977615e+04,1.466454e+05,9.992276e+03,6.626139e-02,2
