Temperature,SelectedLambda,RealCV,ImagCV,TotalCV,MeanAbsResidual,PeakCount
20.430000,1.25892541e-04,8.701114e+06,1.304067e+07,2.174179e+07,1.788002e+03,5
29.550000,3.16227766e-04,6.568878e+06,7.334005e+06,1.390288e+07,1.384124e+03,3
30.490000,1.00000000e-04,4.486346e+06,5.841388e+06,1.032773e+07,1.306459e+03,4
39.520000,1.00000000e-04,3.217938e+06,3.797531e+06,7.015469e+06,1.069328e+03,5
40.430000,1.00000000e-04,3.697234e+06,2.607642e+06,6.304876e+06,1.036420e+03,5
49.520000,1.00000000e-04,2.287463e+06,1.820923e+06,4.108386e+06,8.636518e+02,4
50.460000,1.00000000e-04,1.850774e+06,2.071899e+06,3.922672e+06,8.476169e+02,6
59.550000,1.00000000e-04,1.621211e+06,1.523007e+06,3.144218e+06,7.534733e+02,5
60.490000,1.00000000e-04,1.536290e+06,1.230537e+06,2.766827e+06,7.094150e+02,4
69.570000,1.00000000e-04,8.538721e+05,1.461855e+06,2.315727e+06,6.667310e+02,3
