Temperature,SelectedLambda,MeanResidual,PeakCount
1.600000,3.98107171e-04,2.023984e+05,4
1.600000,3.98107171e-04,2.023984e+05,4
1.700000,1.25892541e-02,1.687050e+05,4
1.700000,1.25892541e-02,1.687050e+05,4
1.800000,1.00000000e-04,1.953170e+05,6
1.800000,1.00000000e-04,1.953170e+05,6
1.900000,1.99526231e-04,1.826872e+05,3
1.900000,1.99526231e-04,1.826872e+05,3
2.000000,3.16227766e-03,1.549264e+05,4
2.000000,3.16227766e-03,1.549264e+05,4
