Temperature,SelectedLambda,RealCV,ImagCV,TotalCV,MeanAbsResidual,PeakCount
160.450000,3.98107171e-03,5.950900e+04,5.265063e+04,1.121596e+05,1.835328e+02,2
169.590000,3.16227766e-03,6.673476e+04,5.177440e+04,1.185092e+05,1.864365e+02,3
170.490000,3.16227766e-03,6.487876e+04,5.256463e+04,1.174434e+05,1.869770e+02,2
180.480000,3.16227766e-03,6.340271e+04,5.173520e+04,1.151379e+05,1.873340e+02,2
190.460000,3.16227766e-03,6.348094e+04,5.198787e+04,1.154688e+05,1.877889e+02,2
200.460000,3.16227766e-03,6.361109e+04,5.248464e+04,1.160957e+05,1.882541e+02,2
210.420000,3.16227766e-03,5.385895e+04,5.223469e+04,1.060936e+05,1.830024e+02,2
220.450000,3.98107171e-03,5.344954e+04,5.292400e+04,1.063735e+05,1.808690e+02,2
230.450000,3.16227766e-03,6.461042e+04,5.188942e+04,1.164998e+05,1.858032e+02,3
240.490000,3.98107171e-03,5.303488e+04,6.017819e+04,1.132131e+05,1.868124e+02,3
