Temperature,SelectedLambda,RealCV,ImagCV,TotalCV,MeanAbsResidual,PeakCount
190.100000,1.00000000e-04,3.059722e+05,4.424303e+05,7.484025e+05,3.352530e+02,7
190.100000,1.00000000e-04,3.059722e+05,4.424303e+05,7.484025e+05,3.352530e+02,7
200.000000,1.00000000e-04,2.359462e+05,3.217415e+05,5.576877e+05,3.009146e+02,6
200.000000,1.00000000e-04,2.359462e+05,3.217415e+05,5.576877e+05,3.009146e+02,6
210.000000,1.00000000e-04,2.541059e+05,2.588044e+05,5.129102e+05,3.021053e+02,5
210.000000,1.00000000e-04,2.541059e+05,2.588044e+05,5.129102e+05,3.021053e+02,5
219.900000,3.16227766e-03,5.728086e+05,5.477140e+05,1.120523e+06,4.469299e+02,4
219.900000,3.16227766e-03,5.728086e+05,5.477140e+05,1.120523e+06,4.469299e+02,4
220.000000,1.25892541e-04,1.602052e+05,2.334170e+05,3.936223e+05,2.666421e+02,4
220.000000,1.25892541e-04,1.602052e+05,2.334170e+05,3.936223e+05,2.666421e+02,4
