Temperature,SelectedLambda,RID,CV,Variance,Score,PeakCount
1.510000,1.00000000e-02,9.868195e+08,2.140885e+10,3.480636e+07,4.620200e-02,2
1.530000,1.00000000e-01,7.728328e+08,1.176316e+10,4.011138e+06,0.000000e+00,2
2.180000,1.00000000e-02,3.224844e+09,1.510820e+10,3.415758e+07,1.245023e-01,4
4.540000,1.00000000e-02,3.362364e+08,1.029720e+09,2.633817e+06,3.342283e-02,2
7.560000,1.00000000e-02,2.407138e+07,1.981525e+08,1.958661e+06,8.333415e-02,3
9.510000,1.00000000e-02,3.987858e+06,9.185817e+07,2.404236e+06,9.313399e-02,2
10.380000,1.00000000e-02,3.583445e+06,7.862762e+07,9.010103e+05,4.361908e-02,2
14.540000,1.00000000e-02,1.472723e+07,4.305239e+07,8.577582e+05,9.390785e-02,2
15.420000,1.00000000e-02,5.926846e+06,3.509995e+07,1.846435e+06,7.735597e-02,1
19.570000,1.00000000e-02,3.823343e+06,2.263288e+07,4.660209e+05,7.099332e-02,2
