Temperature,SelectedLambda,RealCV,ImagCV,TotalCV,MeanAbsResidual,PeakCount
5.500000,1.00000000e-04,3.134115e+04,2.917391e+04,6.051506e+04,1.244055e+02,4
5.500000,1.00000000e-04,3.134115e+04,2.917391e+04,6.051506e+04,1.244055e+02,4
7.890000,1.00000000e-04,4.053123e+04,2.302764e+04,6.355887e+04,1.219441e+02,4
7.890000,1.00000000e-04,4.053123e+04,2.302764e+04,6.355887e+04,1.219441e+02,4
8.470000,1.00000000e-04,2.828603e+04,1.923964e+04,4.752566e+04,1.171798e+02,3
8.470000,1.00000000e-04,2.828603e+04,1.923964e+04,4.752566e+04,1.171798e+02,3
9.510000,1.00000000e-04,2.013391e+04,1.668175e+04,3.681566e+04,1.034418e+02,3
9.510000,1.00000000e-04,2.013391e+04,1.668175e+04,3.681566e+04,1.034418e+02,3
9.990000,1.00000000e-04,1.546064e+04,2.000057e+04,3.546121e+04,1.072895e+02,3
9.990000,1.00000000e-04,1.546064e+04,2.000057e+04,3.546121e+04,1.072895e+02,3
