Temperature,SelectedLambda,RID,CV,Variance,Score,PeakCount
95.030000,1.00000000e-02,1.294440e+06,1.245475e+06,2.368320e+04,3.885024e-02,3
95.030000,1.00000000e-02,1.294440e+06,1.245475e+06,2.142733e+04,2.325671e-02,3
95.450000,1.00000000e-03,3.923262e+04,1.077978e+05,6.081104e+05,3.675039e-01,3
95.450000,1.00000000e-03,3.923262e+04,1.077978e+05,1.359253e+05,1.584730e-01,3
96.530000,1.00000000e-02,4.682142e+06,6.704445e+06,5.130556e+03,6.190489e-02,3
96.530000,1.00000000e-02,4.682142e+06,6.704445e+06,3.068707e+04,6.778525e-02,3
96.770000,1.00000000e-03,8.447561e+04,1.050637e+05,2.481888e+05,9.969888e-02,5
96.770000,1.00000000e-03,8.447561e+04,1.050637e+05,1.715412e+05,6.484160e-02,5
96.930000,1.00000000e-03,1.231069e+08,9.662441e+06,4.322397e+04,3.783665e-01,2
96.930000,1.00000000e-02,2.357065e+07,1.097981e+07,4.302479e+04,6.167006e-01,1
