Temperature,SelectedLambda,RealCV,ImagCV,TotalCV,MeanAbsResidual,PeakCount
199.600000,7.94328235e-03,5.307167e+04,4.810886e+04,1.011805e+05,1.481759e+02,3
200.360000,7.94328235e-03,2.245508e+04,4.641700e+04,6.887207e+04,1.362553e+02,2
209.570000,6.30957344e-03,2.562272e+04,4.871772e+04,7.434044e+04,1.574932e+02,2
210.110000,6.30957344e-03,3.235600e+04,4.563161e+04,7.798762e+04,1.541742e+02,2
219.710000,5.01187234e-03,4.728932e+04,4.482714e+04,9.211646e+04,1.478349e+02,3
229.520000,6.30957344e-03,3.168061e+04,4.503045e+04,7.671106e+04,1.412825e+02,2
230.160000,5.01187234e-03,4.410363e+04,4.470396e+04,8.880759e+04,1.437445e+02,3
236.530000,5.01187234e-03,4.658530e+04,4.459801e+04,9.118330e+04,1.464447e+02,3
239.940000,5.01187234e-03,4.321188e+04,4.457205e+04,8.778393e+04,1.456907e+02,2
249.610000,5.01187234e-03,4.550451e+04,4.454662e+04,9.005113e+04,1.473384e+02,3
