Temperature,SelectedLambda,RID,CV,Variance,Score,PeakCount
40.400000,1.00000000e-02,7.938547e+03,1.445638e+05,3.578411e+04,5.128823e-02,2
49.500000,1.00000000e-02,8.627492e+03,1.483579e+05,5.337241e+04,9.345925e-02,4
50.400000,1.00000000e-02,1.135901e+03,1.043812e+05,3.765846e+04,5.555824e-02,2
59.500000,1.00000000e-03,7.989001e+13,4.499621e+12,6.710814e+09,2.820738e-01,3
60.400000,1.00000000e-02,6.449204e+12,3.273599e+12,2.128131e+09,1.265727e-01,2
69.500000,1.00000000e-02,1.639909e+09,2.950306e+08,7.325922e+05,2.043150e-01,2
70.500000,1.00000000e-02,2.798544e+08,1.840140e+08,9.453980e+04,6.602590e-02,2
79.500000,1.00000000e-02,2.686644e+04,1.891996e+05,9.091794e+04,7.956474e-02,2
84.500000,1.00000000e-01,1.270782e+06,3.733244e+06,4.602016e+03,0.000000e+00,2
89.500000,1.00000000e-02,4.580090e+03,4.507310e+04,3.558651e+04,4.399203e-02,2
