Temperature,SelectedLambda,RealCV,ImagCV,TotalCV,MeanAbsResidual,PeakCount
102.570000,5.01187234e-03,2.740960e+04,4.537589e+04,7.278549e+04,1.301032e+02,3
104.550000,5.01187234e-03,2.744950e+04,4.525405e+04,7.270355e+04,1.299531e+02,3
105.440000,6.30957344e-03,2.674093e+04,4.538992e+04,7.213085e+04,1.292528e+02,3
107.500000,6.30957344e-03,2.541646e+04,4.522308e+04,7.063954e+04,1.287256e+02,2
108.410000,6.30957344e-03,2.739224e+04,4.553903e+04,7.293127e+04,1.307146e+02,3
109.520000,6.30957344e-03,2.840984e+04,4.533148e+04,7.374133e+04,1.298186e+02,2
119.570000,5.01187234e-03,2.523965e+04,4.554176e+04,7.078142e+04,1.309243e+02,3
120.450000,5.01187234e-03,2.557558e+04,4.496247e+04,7.053805e+04,1.298354e+02,2
129.520000,6.30957344e-03,3.221168e+04,4.548533e+04,7.769701e+04,1.325360e+02,3
139.540000,3.98107171e-03,1.245515e+05,4.920687e+04,1.737584e+05,1.581408e+02,3
