Temperature,SelectedLambda,RID,CV,Variance,Score,PeakCount
1.750000,1.00000000e-02,1.673998e+04,7.400195e+05,7.073391e+04,6.586096e-02,3
1.750000,1.00000000e-02,1.673998e+04,7.400195e+05,1.012817e+05,7.604249e-02,3
1.780000,1.00000000e-02,2.592334e+05,6.946781e+05,1.701328e+05,9.034064e-02,3
1.780000,1.00000000e-02,2.592334e+05,6.946781e+05,9.939782e+04,7.316144e-02,3
1.800000,1.00000000e-02,1.426453e+05,6.822177e+05,7.694485e+04,6.661424e-02,2
1.800000,1.00000000e-02,1.426453e+05,6.822177e+05,4.500026e+04,8.445799e-02,2
1.860000,1.00000000e-02,5.779820e+04,6.485710e+05,8.716895e+04,7.256219e-02,4
1.860000,1.00000000e-02,5.779820e+04,6.485710e+05,1.724749e+05,1.017883e-01,4
2.120000,1.00000000e-02,1.712390e+06,1.228962e+06,8.670677e+04,1.414511e-01,2
2.120000,1.00000000e-02,1.712390e+06,1.228962e+06,7.162463e+04,1.534737e-01,2
