Temperature,SelectedLambda,RealCV,ImagCV,TotalCV,MeanAbsResidual,PeakCount
5.180000,3.98107171e-04,3.986210e+04,3.995369e+04,7.981580e+04,1.356999e+02,4
5.180000,3.98107171e-04,3.986210e+04,3.995369e+04,7.981580e+04,1.356999e+02,4
5.210000,1.00000000e-04,2.862548e+04,2.756008e+04,5.618556e+04,1.253196e+02,3
5.210000,1.00000000e-04,2.862548e+04,2.756008e+04,5.618556e+04,1.253196e+02,3
5.360000,3.16227766e-04,3.015492e+04,4.201025e+04,7.216517e+04,1.254044e+02,3
5.360000,3.16227766e-04,3.015492e+04,4.201025e+04,7.216517e+04,1.254044e+02,3
5.440000,1.25892541e-04,3.684878e+05,7.658517e+04,4.450730e+05,2.469612e+02,2
5.440000,1.25892541e-04,3.684878e+05,7.658517e+04,4.450730e+05,2.469612e+02,2
5.490000,1.00000000e-04,2.975445e+04,3.367439e+04,6.342884e+04,1.377558e+02,3
5.490000,1.00000000e-04,2.975445e+04,3.367439e+04,6.342884e+04,1.377558e+02,3
