Temperature,SelectedLambda,RID,CV,Variance,Score,PeakCount
4.760000,1.00000000e-02,3.102577e+04,8.396914e+04,2.802721e+02,2.767912e-02,2
4.790000,1.00000000e-02,3.423683e+04,8.587530e+04,5.111780e+02,3.185584e-02,2
4.830000,1.00000000e-02,3.223855e+04,8.750281e+04,5.478230e+02,5.150883e-02,2
4.880000,1.00000000e-02,3.268871e+04,8.931120e+04,4.034274e+02,3.468944e-02,2
4.900000,1.00000000e-02,3.060835e+04,8.911524e+04,5.883611e+02,2.865745e-02,3
4.930000,1.00000000e-02,3.091579e+04,8.742018e+04,1.557688e+02,2.582600e-02,2
4.990000,1.00000000e-02,2.929886e+04,8.910481e+04,8.554839e+02,3.623841e-02,2
5.070000,1.00000000e-02,3.203540e+04,8.674151e+04,7.560553e+02,4.308156e-02,2
5.110000,1.00000000e-02,3.224157e+04,8.578350e+04,2.933214e+02,3.369925e-02,2
5.140000,1.00000000e-02,3.271676e+04,9.085360e+04,2.310538e+02,3.018012e-02,3
