Temperature,SelectedLambda,RID,CV,Variance,Score,PeakCount
97.400000,1.00000000e-02,3.417785e+06,7.549233e+06,3.874856e+05,1.079201e-01,3
97.400000,1.00000000e-02,3.417785e+06,7.549233e+06,6.646741e+05,1.018762e-01,3
102.000000,1.00000000e-02,2.243000e+06,6.653556e+06,1.015386e+05,1.004688e-01,3
102.000000,1.00000000e-02,2.243000e+06,6.653556e+06,7.945260e+05,1.199602e-01,3
103.500000,1.00000000e-02,1.929539e+06,7.028671e+06,8.047808e+05,9.081107e-02,3
103.500000,1.00000000e-02,1.929539e+06,7.028671e+06,6.775162e+05,9.412129e-02,3
105.500000,1.00000000e-02,3.785217e+06,6.691258e+06,8.129866e+05,1.252070e-01,4
105.500000,1.00000000e-02,3.785217e+06,6.691258e+06,7.597171e+05,1.227248e-01,4
108.500000,1.00000000e-02,2.016610e+06,5.611399e+06,5.538247e+05,1.296062e-01,3
108.500000,1.00000000e-02,2.016610e+06,5.611399e+06,6.859108e+05,1.446200e-01,3
