Temperature,SelectedLambda,RID,CV,Variance,Score,PeakCount
190.300000,1.00000000e-02,1.383699e+06,1.669181e+06,1.096372e+05,8.814123e-02,3
190.500000,1.00000000e-02,4.076136e+06,3.676418e+06,2.149595e+05,1.001071e-01,2
199.500000,1.00000000e-02,3.889642e+04,4.867722e+05,1.301115e+05,5.370049e-02,3
200.500000,1.00000000e-02,1.612646e+07,7.064689e+06,2.259215e+05,2.241523e-01,4
209.500000,1.00000000e-02,3.362013e+06,2.936683e+06,1.767321e+05,1.041240e-01,3
210.500000,1.00000000e-01,1.120747e+07,1.658622e+07,1.811548e+04,0.000000e+00,3
219.500000,1.00000000e-02,6.867676e+06,4.604359e+06,1.153463e+05,6.766947e-02,2
220.400000,1.00000000e-02,8.623507e+05,9.433228e+05,3.868187e+05,9.775331e-02,4
220.500000,1.00000000e-02,5.534538e+05,1.052259e+06,2.437022e+05,9.432966e-02,2
229.500000,1.00000000e-02,5.755118e+05,8.744145e+05,1.627772e+05,1.951727e-02,2
