Temperature,SelectedLambda,RealCV,ImagCV,TotalCV,MeanAbsResidual,PeakCount
108.470000,3.98107171e-03,5.516801e+04,5.338389e+04,1.085519e+05,1.788408e+02,2
109.780000,3.98107171e-03,5.831281e+04,5.291482e+04,1.112276e+05,1.788355e+02,3
110.490000,3.98107171e-03,5.603863e+04,5.316796e+04,1.092066e+05,1.787829e+02,2
119.700000,3.98107171e-03,5.453093e+04,5.330225e+04,1.078332e+05,1.787228e+02,3
120.430000,3.98107171e-03,5.487481e+04,5.321167e+04,1.080865e+05,1.791575e+02,2
129.660000,3.16227766e-03,5.469203e+04,5.315364e+04,1.078457e+05,1.792770e+02,3
130.500000,3.16227766e-03,5.597660e+04,5.100578e+04,1.069824e+05,1.811173e+02,2
140.450000,3.16227766e-03,5.688553e+04,5.311530e+04,1.100008e+05,1.831500e+02,2
150.460000,3.98107171e-03,5.803757e+04,5.365911e+04,1.116967e+05,1.839529e+02,2
159.560000,3.98107171e-03,5.863371e+04,5.248552e+04,1.111192e+05,1.833818e+02,2
